Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2004-08-01,01:00,,,,,45,,,,
2004-08-01,02:00,,,,,31,,,,
2004-08-01,03:00,,,,,27,,,,
2004-08-01,04:00,,,,,18,,,,
2004-08-01,05:00,,,,,23,,,,
2004-08-01,06:00,,,,,21,,,,
2004-08-01,07:00,,,,,25,,,,
2004-08-01,08:00,,,,,44,,,,
2004-08-01,09:00,,,,,69,,,,
2004-08-01,10:00,,,,,73,,,,
2004-08-01,11:00,,,,,94,,,,
2004-08-01,12:00,,,,,109,,,,
2004-08-01,13:00,,,,,119,,,,
2004-08-01,14:00,,,,,120,,,,
2004-08-01,15:00,,,,,118,,,,
2004-08-01,16:00,,,,,115,,,,
2004-08-01,17:00,,,,,120,,,,
2004-08-01,18:00,,,,,120,,,,
2004-08-01,19:00,,,,,113,,,,
2004-08-01,20:00,,,,,92,,,,
2004-08-01,21:00,,,,,82,,,,
2004-08-01,22:00,,,,,54,,,,
2004-08-01,23:00,,,,,26,,,,
2004-08-02,00:00,,,,,27,,,,
2004-08-02,01:00,,,,,15,,,,
2004-08-02,02:00,,,,,17,,,,
2004-08-02,03:00,,,,,20,,,,
2004-08-02,04:00,,,,,16,,,,
2004-08-02,05:00,,,,,14,,,,
2004-08-02,06:00,,,,,9,,,,
2004-08-02,07:00,,,,,15,,,,
2004-08-02,08:00,,,,,31,,,,
2004-08-02,09:00,,,,,48,,,,
2004-08-02,10:00,,,,,72,,,,
2004-08-02,11:00,,,,,80,,,,
2004-08-02,12:00,,,,,87,,,,
2004-08-02,13:00,,,,,95,,,,
2004-08-02,14:00,,,,,99,,,,
2004-08-02,15:00,,,,,100,,,,
2004-08-02,16:00,,,,,97,,,,
2004-08-02,17:00,,,,,99,,,,
2004-08-02,18:00,,,,,96,,,,
2004-08-02,19:00,,,,,85,,,,
2004-08-02,20:00,,,,,67,,,,
2004-08-02,21:00,,,,,37,,,,
2004-08-02,22:00,,,,,14,,,,
2004-08-02,23:00,,,,,1,,,,
2004-08-03,00:00,,,,,1,,,,
2004-08-03,01:00,,,,,1,,,,
2004-08-03,02:00,,,,,1,,,,
2004-08-03,03:00,,,,,1,,,,
2004-08-03,04:00,,,,,1,,,,
2004-08-03,05:00,,,,,1,,,,
2004-08-03,06:00,,,,,2,,,,
2004-08-03,07:00,,,,,10,,,,
2004-08-03,08:00,,,,,19,,,,
2004-08-03,09:00,,,,,42,,,,
2004-08-03,10:00,,,,,69,,,,
2004-08-03,11:00,,,,,81,,,,
2004-08-03,12:00,,,,,89,,,,
2004-08-03,13:00,,,,,95,,,,
2004-08-03,14:00,,,,,99,,,,
2004-08-03,15:00,,,,,104,,,,
2004-08-03,16:00,,,,,106,,,,
2004-08-03,17:00,,,,,106,,,,
2004-08-03,18:00,,,,,105,,,,
2004-08-03,19:00,,,,,98,,,,
2004-08-03,20:00,,,,,78,,,,
2004-08-03,21:00,,,,,49,,,,
2004-08-03,22:00,,,,,3,,,,
2004-08-03,23:00,,,,,2,,,,
2004-08-04,00:00,,,,,3,,,,
2004-08-04,01:00,,,,,1,,,,
2004-08-04,02:00,,,,,1,,,,
2004-08-04,03:00,,,,,1,,,,
2004-08-04,04:00,,,,,1,,,,
2004-08-04,05:00,,,,,1,,,,
2004-08-04,06:00,,,,,1,,,,
2004-08-04,07:00,,,,,4,,,,
2004-08-04,08:00,,,,,18,,,,
2004-08-04,09:00,,,,,44,,,,
2004-08-04,10:00,,,,,75,,,,
2004-08-04,11:00,,,,,102,,,,
2004-08-04,12:00,,,,,118,,,,
2004-08-04,13:00,,,,,119,,,,
2004-08-04,14:00,,,,,116,,,,
2004-08-04,15:00,,,,,121,,,,
2004-08-04,16:00,,,,,125,,,,
2004-08-04,17:00,,,,,126,,,,
2004-08-04,18:00,,,,,121,,,,
2004-08-04,19:00,,,,,112,,,,
2004-08-04,20:00,,,,,68,,,,
2004-08-04,21:00,,,,,25,,,,
2004-08-04,22:00,,,,,24,,,,
2004-08-04,23:00,,,,,21,,,,
2004-08-05,00:00,,,,,19,,,,
2004-08-05,01:00,,,,,30,,,,
2004-08-05,02:00,,,,,26,,,,
2004-08-05,03:00,,,,,21,,,,
2004-08-05,04:00,,,,,15,,,,
2004-08-05,05:00,,,,,2,,,,
2004-08-05,06:00,,,,,1,,,,
2004-08-05,07:00,,,,,8,,,,
2004-08-05,08:00,,,,,34,,,,
2004-08-05,09:00,,,,,64,,,,
2004-08-05,10:00,,,,,88,,,,
2004-08-05,11:00,,,,,105,,,,
2004-08-05,12:00,,,,,110,,,,
2004-08-05,13:00,,,,,121,,,,
2004-08-05,14:00,,,,,122,,,,
2004-08-05,15:00,,,,,120,,,,
2004-08-05,16:00,,,,,124,,,,
2004-08-05,17:00,,,,,120,,,,
2004-08-05,18:00,,,,,119,,,,
2004-08-05,19:00,,,,,116,,,,
2004-08-05,20:00,,,,,93,,,,
2004-08-05,21:00,,,,,65,,,,
2004-08-05,22:00,,,,,85,,,,
2004-08-05,23:00,,,,,89,,,,
2004-08-06,00:00,,,,,81,,,,
2004-08-06,01:00,,,,,84,,,,
2004-08-06,02:00,,,,,76,,,,
2004-08-06,03:00,,,,,67,,,,
2004-08-06,04:00,,,,,60,,,,
2004-08-06,05:00,,,,,56,,,,
2004-08-06,06:00,,,,,48,,,,
2004-08-06,07:00,,,,,47,,,,
2004-08-06,08:00,,,,,58,,,,
2004-08-06,09:00,,,,,68,,,,
2004-08-06,10:00,,,,,78,,,,
2004-08-06,11:00,,,,,86,,,,
2004-08-06,12:00,,,,,93,,,,
2004-08-06,13:00,,,,,96,,,,
2004-08-06,14:00,,,,,112,,,,
2004-08-06,15:00,,,,,117,,,,
2004-08-06,16:00,,,,,120,,,,
2004-08-06,17:00,,,,,122,,,,
2004-08-06,18:00,,,,,121,,,,
2004-08-06,19:00,,,,,111,,,,
2004-08-07,20:00,,,,,102,,,,
2004-08-07,21:00,,,,,92,,,,
2004-08-07,22:00,,,,,86,,,,
2004-08-07,23:00,,,,,86,,,,
2004-08-08,00:00,,,,,86,,,,
2004-08-08,01:00,,,,,68,,,,
2004-08-08,02:00,,,,,65,,,,
2004-08-08,03:00,,,,,62,,,,
2004-08-08,04:00,,,,,62,,,,
2004-08-08,05:00,,,,,63,,,,
2004-08-08,06:00,,,,,54,,,,
2004-08-08,07:00,,,,,55,,,,
2004-08-08,08:00,,,,,62,,,,
2004-08-08,09:00,,,,,79,,,,
2004-08-08,10:00,,,,,94,,,,
2004-08-08,11:00,,,,,102,,,,
2004-08-08,12:00,,,,,109,,,,
2004-08-08,13:00,,,,,113,,,,
2004-08-08,14:00,,,,,113,,,,
2004-08-08,15:00,,,,,115,,,,
2004-08-08,16:00,,,,,118,,,,
2004-08-08,17:00,,,,,121,,,,
2004-08-08,18:00,,,,,122,,,,
2004-08-13,16:00,,,,,65,,,,
2004-08-13,17:00,,,,,67,,,,
2004-08-13,18:00,,,,,66,,,,
2004-08-13,19:00,,,,,67,,,,
2004-08-13,20:00,,,,,59,,,,
2004-08-13,21:00,,,,,60,,,,
2004-08-13,22:00,,,,,50,,,,
2004-08-13,23:00,,,,,65,,,,
2004-08-14,00:00,,,,,58,,,,
2004-08-14,01:00,,,,,50,,,,
2004-08-14,02:00,,,,,41,,,,
2004-08-14,03:00,,,,,34,,,,
2004-08-14,04:00,,,,,31,,,,
2004-08-14,05:00,,,,,31,,,,
2004-08-14,06:00,,,,,31,,,,
2004-08-14,07:00,,,,,35,,,,
2004-08-14,08:00,,,,,33,,,,
2004-08-14,09:00,,,,,36,,,,
2004-08-14,10:00,,,,,43,,,,
2004-08-14,11:00,,,,,55,,,,
2004-08-14,12:00,,,,,65,,,,
2004-08-14,13:00,,,,,69,,,,
2004-08-14,14:00,,,,,68,,,,
2004-08-14,15:00,,,,,80,,,,
2004-08-14,16:00,,,,,72,,,,
2004-08-14,17:00,,,,,71,,,,
2004-08-14,18:00,,,,,65,,,,
2004-08-14,19:00,,,,,62,,,,
2004-08-14,20:00,,,,,55,,,,
2004-08-14,21:00,,,,,55,,,,
2004-08-14,22:00,,,,,37,,,,
2004-08-14,23:00,,,,,27,,,,
2004-08-15,00:00,,,,,11,,,,
2004-08-15,01:00,,,,,9,,,,
2004-08-15,02:00,,,,,13,,,,
2004-08-15,03:00,,,,,13,,,,
2004-08-15,04:00,,,,,13,,,,
2004-08-15,05:00,,,,,8,,,,
2004-08-15,06:00,,,,,9,,,,
2004-08-15,07:00,,,,,18,,,,
2004-08-15,08:00,,,,,31,,,,
2004-08-15,09:00,,,,,41,,,,
2004-08-15,10:00,,,,,67,,,,
2004-08-15,11:00,,,,,81,,,,
2004-08-15,12:00,,,,,90,,,,
2004-08-15,13:00,,,,,94,,,,
2004-08-15,14:00,,,,,97,,,,
2004-08-15,15:00,,,,,89,,,,
2004-08-15,16:00,,,,,98,,,,
2004-08-15,17:00,,,,,102,,,,
2004-08-15,18:00,,,,,101,,,,
2004-08-15,19:00,,,,,89,,,,
2004-08-15,20:00,,,,,60,,,,
2004-08-15,21:00,,,,,29,,,,
2004-08-15,22:00,,,,,5,,,,
2004-08-15,23:00,,,,,28,,,,
2004-08-16,00:00,,,,,42,,,,
2004-08-16,01:00,,,,,49,,,,
2004-08-16,02:00,,,,,42,,,,
2004-08-16,03:00,,,,,32,,,,
2004-08-16,04:00,,,,,17,,,,
2004-08-16,05:00,,,,,20,,,,
2004-08-16,06:00,,,,,12,,,,
2004-08-16,07:00,,,,,20,,,,
2004-08-16,08:00,,,,,38,,,,
2004-08-16,09:00,,,,,50,,,,
2004-08-16,10:00,,,,,64,,,,
2004-08-16,11:00,,,,,80,,,,
2004-08-16,12:00,,,,,97,,,,
2004-08-16,13:00,,,,,105,,,,
2004-08-16,14:00,,,,,113,,,,
2004-08-16,15:00,,,,,120,,,,
2004-08-16,16:00,,,,,125,,,,
2004-08-16,17:00,,,,,115,,,,
2004-08-16,18:00,,,,,100,,,,
2004-08-16,19:00,,,,,103,,,,
2004-08-16,20:00,,,,,99,,,,
2004-08-16,21:00,,,,,101,,,,
2004-08-16,22:00,,,,,83,,,,
2004-08-16,23:00,,,,,73,,,,
2004-08-17,00:00,,,,,75,,,,
2004-08-17,01:00,,,,,71,,,,
2004-08-17,02:00,,,,,67,,,,
2004-08-17,03:00,,,,,65,,,,
2004-08-17,04:00,,,,,64,,,,
2004-08-17,05:00,,,,,54,,,,
2004-08-17,06:00,,,,,42,,,,
2004-08-17,07:00,,,,,37,,,,
2004-08-17,08:00,,,,,40,,,,
2004-08-17,09:00,,,,,40,,,,
2004-08-17,10:00,,,,,56,,,,
2004-08-17,11:00,,,,,78,,,,
2004-08-17,12:00,,,,,83,,,,
2004-08-17,13:00,,,,,85,,,,
2004-08-17,14:00,,,,,84,,,,
2004-08-17,15:00,,,,,75,,,,
2004-08-17,16:00,,,,,66,,,,
2004-08-17,17:00,,,,,62,,,,
2004-08-17,18:00,,,,,58,,,,
2004-08-17,19:00,,,,,54,,,,
2004-08-17,20:00,,,,,41,,,,
2004-08-17,21:00,,,,,19,,,,
2004-08-17,22:00,,,,,14,,,,
2004-08-17,23:00,,,,,19,,,,
2004-08-18,00:00,,,,,16,,,,
2004-08-18,01:00,,,,,8,,,,
