Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-11-00,
29-11-00,3.29
28-11-00,
27-11-00,1.14
26-11-00,
25-11-00,1.68
24-11-00,
23-11-00,11.25
22-11-00,
21-11-00,4.51
20-11-00,
19-11-00,14.35
18-11-00,
17-11-00,6.93
16-11-00,
15-11-00,3.21
14-11-00,
13-11-00,18.85
12-11-00,
11-11-00,4.24
10-11-00,
09-11-00,4.92
08-11-00,
07-11-00,6.07
06-11-00,
05-11-00,5.50
04-11-00,
03-11-00,11.78
02-11-00,
01-11-00,3.78

