Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-07-02 00:00,59
30-06-02 23:00,65
30-06-02 22:00,79
30-06-02 21:00,84
30-06-02 20:00,93
30-06-02 19:00,89
30-06-02 18:00,87
30-06-02 17:00,95
30-06-02 16:00,84
30-06-02 15:00,86
30-06-02 14:00,93
30-06-02 13:00,98
30-06-02 12:00,89
30-06-02 11:00,94
30-06-02 10:00,92
30-06-02 09:00,79
30-06-02 08:00,68
30-06-02 07:00,46
30-06-02 06:00,43
30-06-02 05:00,40
30-06-02 04:00,37
30-06-02 03:00,32
30-06-02 02:00,28
30-06-02 01:00,28
30-06-02 00:00,34
29-06-02 23:00,34
29-06-02 22:00,39
29-06-02 21:00,43
29-06-02 20:00,43
29-06-02 19:00,44
29-06-02 18:00,49
29-06-02 17:00,55
29-06-02 16:00,60
29-06-02 15:00,64
29-06-02 14:00,62
29-06-02 13:00,54
29-06-02 12:00,41
29-06-02 11:00,50
29-06-02 10:00,46
29-06-02 09:00,50
29-06-02 08:00,51
29-06-02 07:00,52
29-06-02 06:00,45
29-06-02 05:00,39
29-06-02 04:00,40
29-06-02 03:00,48
29-06-02 02:00,50
29-06-02 01:00,48
29-06-02 00:00,48
28-06-02 23:00,50
28-06-02 22:00,52
28-06-02 21:00,47
28-06-02 20:00,51
28-06-02 19:00,57
28-06-02 18:00,52
28-06-02 17:00,55
28-06-02 16:00,53
28-06-02 15:00,57
28-06-02 14:00,52
28-06-02 13:00,50
28-06-02 12:00,45
28-06-02 11:00,38
28-06-02 10:00,47
28-06-02 09:00,44
28-06-02 08:00,32
28-06-02 07:00,24
28-06-02 06:00,19
28-06-02 05:00,21
28-06-02 04:00,26
28-06-02 03:00,33
28-06-02 02:00,42
28-06-02 01:00,27
28-06-02 00:00,35
27-06-02 23:00,41
27-06-02 22:00,39
27-06-02 21:00,39
27-06-02 20:00,47
27-06-02 19:00,45
27-06-02 18:00,62
27-06-02 17:00,61
27-06-02 16:00,68
27-06-02 15:00,81
27-06-02 14:00,91
27-06-02 13:00,81
27-06-02 12:00,100
27-06-02 11:00,101
27-06-02 10:00,102
27-06-02 09:00,67
27-06-02 08:00,51
27-06-02 07:00,42
27-06-02 06:00,36
27-06-02 05:00,41
27-06-02 04:00,50
27-06-02 03:00,60
27-06-02 02:00,58
27-06-02 01:00,73
27-06-02 00:00,74
26-06-02 23:00,59
26-06-02 22:00,49
26-06-02 21:00,60
26-06-02 20:00,64
26-06-02 19:00,74
26-06-02 18:00,84
26-06-02 17:00,90
26-06-02 16:00,103
26-06-02 15:00,102
26-06-02 14:00,100
26-06-02 13:00,81
26-06-02 12:00,83
26-06-02 11:00,67
26-06-02 10:00,61
26-06-02 09:00,38
26-06-02 08:00,18
26-06-02 07:00,19
26-06-02 06:00,15
26-06-02 05:00,14
26-06-02 04:00,24
26-06-02 03:00,22
26-06-02 02:00,23
26-06-02 01:00,12
26-06-02 00:00,5
25-06-02 23:00,24
25-06-02 22:00,25
25-06-02 21:00,41
25-06-02 20:00,54
25-06-02 19:00,65
25-06-02 18:00,63
25-06-02 17:00,69
25-06-02 16:00,67
25-06-02 15:00,66
25-06-02 14:00,67
25-06-02 13:00,57
25-06-02 12:00,56
25-06-02 11:00,49
25-06-02 10:00,41
