Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-06-02,16
29-06-02,13
28-06-02,19
27-06-02,36
26-06-02,37
25-06-02,31
24-06-02,29
23-06-02,20
22-06-02,34
21-06-02,41
20-06-02,41
19-06-02,40
18-06-02,36
17-06-02,32
16-06-02,20
15-06-02,25
14-06-02,25
13-06-02,20
12-06-02,23
11-06-02,19
10-06-02,25
09-06-02,22
08-06-02,18
07-06-02,32
06-06-02,56
05-06-02,
04-06-02,39
03-06-02,41
02-06-02,25
01-06-02,29

