Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-06-02,16
29-06-02,10
28-06-02,15
27-06-02,28
26-06-02,23
25-06-02,18
24-06-02,16
23-06-02,17
22-06-02,22
21-06-02,26
20-06-02,35
19-06-02,
18-06-02,34
17-06-02,24
16-06-02,16
15-06-02,19
14-06-02,15
13-06-02,21
12-06-02,17
11-06-02,17
10-06-02,16
09-06-02,14
08-06-02,8
07-06-02,19
06-06-02,37
05-06-02,57
04-06-02,32
03-06-02,27
02-06-02,17
01-06-02,23

