Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-10-12,18.09
30-10-12,18.28
29-10-12,23.98
28-10-12,11.31
27-10-12,12.62
26-10-12,6.98
25-10-12,19.08
24-10-12,33.23
23-10-12,31.68
22-10-12,36.52
21-10-12,19.54
20-10-12,
19-10-12,24.47
18-10-12,14.47
17-10-12,12.51
16-10-12,15.83
15-10-12,16.27
14-10-12,11.40
13-10-12,9.76
12-10-12,16.80
11-10-12,13.81
10-10-12,12.07
09-10-12,12.24
08-10-12,8.83
07-10-12,5.87
06-10-12,6.95
05-10-12,8.17
04-10-12,7.46
03-10-12,9.70
02-10-12,17.62
01-10-12,22.98

