Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-10-12,17
30-10-12,13
29-10-12,22
28-10-12,20
27-10-12,10
26-10-12,13
25-10-12,20
24-10-12,30
23-10-12,55
22-10-12,46
21-10-12,34
20-10-12,34
19-10-12,29
18-10-12,26
17-10-12,17
16-10-12,17
15-10-12,13
14-10-12,10
13-10-12,15
12-10-12,21
11-10-12,16
10-10-12,18
09-10-12,18
08-10-12,15
07-10-12,8
06-10-12,10
05-10-12,10
04-10-12,10
03-10-12,11
02-10-12,23
01-10-12,23

