Datum Zeit,Carlsfeld PM10
,µg/m³
31-10-12,16
30-10-12,12
29-10-12,13
28-10-12,12
27-10-12,9
26-10-12,6
25-10-12,8
24-10-12,14
23-10-12,27
22-10-12,24
21-10-12,30
20-10-12,21
19-10-12,9
18-10-12,11
17-10-12,10
16-10-12,10
15-10-12,11
14-10-12,8
13-10-12,9
12-10-12,15
11-10-12,11
10-10-12,13
09-10-12,15
08-10-12,8
07-10-12,7
06-10-12,9
05-10-12,9
04-10-12,7
03-10-12,11
02-10-12,15
01-10-12,13

