Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-10-12,26
30-10-12,25
29-10-12,37
28-10-12,17
27-10-12,16
26-10-12,14
25-10-12,29
24-10-12,50
23-10-12,44
22-10-12,50
21-10-12,23
20-10-12,38
19-10-12,35
18-10-12,20
17-10-12,20
16-10-12,27
15-10-12,24
14-10-12,18
13-10-12,18
12-10-12,23
11-10-12,25
10-10-12,26
09-10-12,26
08-10-12,20
07-10-12,11
06-10-12,12
05-10-12,15
04-10-12,14
03-10-12,16
02-10-12,31
01-10-12,39

