Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-10-12,19.16
30-10-12,14.43
29-10-12,21.33
28-10-12,14.78
27-10-12,9.68
26-10-12,7.61
25-10-12,19.75
24-10-12,35.50
23-10-12,29.03
22-10-12,34.40
21-10-12,41.95
20-10-12,30.59
19-10-12,19.98
18-10-12,16.67
17-10-12,15.37
16-10-12,13.62
15-10-12,10.58
14-10-12,6.60
13-10-12,8.85
12-10-12,18.03
11-10-12,11.01
10-10-12,11.03
09-10-12,12.25
08-10-12,8.26
07-10-12,6.23
06-10-12,8.71
05-10-12,9.57
04-10-12,8.43
03-10-12,10.36
02-10-12,18.30
01-10-12,17.26

