Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-10-12,21
30-10-12,18
29-10-12,27
28-10-12,20
27-10-12,16
26-10-12,10
25-10-12,25
24-10-12,43
23-10-12,43
22-10-12,47
21-10-12,33
20-10-12,40
19-10-12,32
18-10-12,25
17-10-12,25
16-10-12,26
15-10-12,21
14-10-12,13
13-10-12,18
12-10-12,30
11-10-12,20
10-10-12,25
09-10-12,26
08-10-12,18
07-10-12,10
06-10-12,13
05-10-12,17
04-10-12,24
03-10-12,16
02-10-12,33
01-10-12,39

