Datum Zeit,Fichtelberg O3
,µg/m³
01-11-12 00:00,57
31-10-12 23:00,53
31-10-12 22:00,48
31-10-12 21:00,43
31-10-12 20:00,39
31-10-12 19:00,36
31-10-12 18:00,70
31-10-12 17:00,76
31-10-12 16:00,70
31-10-12 15:00,68
31-10-12 14:00,80
31-10-12 13:00,75
31-10-12 12:00,71
31-10-12 11:00,70
31-10-12 10:00,69
31-10-12 09:00,64
31-10-12 08:00,48
31-10-12 07:00,41
31-10-12 06:00,55
31-10-12 05:00,59
31-10-12 04:00,61
31-10-12 03:00,56
31-10-12 02:00,56
31-10-12 01:00,53
31-10-12 00:00,51
30-10-12 23:00,46
30-10-12 22:00,44
30-10-12 21:00,38
30-10-12 20:00,37
30-10-12 19:00,41
30-10-12 18:00,44
30-10-12 17:00,47
30-10-12 16:00,49
30-10-12 15:00,50
30-10-12 14:00,52
30-10-12 13:00,49
30-10-12 12:00,51
30-10-12 11:00,50
30-10-12 10:00,50
30-10-12 09:00,48
30-10-12 08:00,51
30-10-12 07:00,56
30-10-12 06:00,57
30-10-12 05:00,61
30-10-12 04:00,61
30-10-12 03:00,54
30-10-12 02:00,52
30-10-12 01:00,62
30-10-12 00:00,62
29-10-12 23:00,60
29-10-12 22:00,61
29-10-12 21:00,65
29-10-12 20:00,67
29-10-12 19:00,61
29-10-12 18:00,59
29-10-12 17:00,64
29-10-12 16:00,61
29-10-12 15:00,60
29-10-12 14:00,66
29-10-12 13:00,69
29-10-12 12:00,69
29-10-12 11:00,70
29-10-12 10:00,68
29-10-12 09:00,73
29-10-12 08:00,73
29-10-12 07:00,70
29-10-12 06:00,66
29-10-12 05:00,61
29-10-12 04:00,61
29-10-12 03:00,60
29-10-12 02:00,60
29-10-12 01:00,62
29-10-12 00:00,64
28-10-12 23:00,65
28-10-12 22:00,66
28-10-12 21:00,66
28-10-12 20:00,69
28-10-12 19:00,69
28-10-12 18:00,73
28-10-12 17:00,72
28-10-12 16:00,73
28-10-12 15:00,73
28-10-12 14:00,75
28-10-12 13:00,73
28-10-12 12:00,69
28-10-12 11:00,68
28-10-12 10:00,67
28-10-12 09:00,60
28-10-12 08:00,60
28-10-12 07:00,56
28-10-12 06:00,52
28-10-12 05:00,54
28-10-12 04:00,55
28-10-12 03:00,57
28-10-12 02:00,59
28-10-12 01:00,70
28-10-12 00:00,66
27-10-12 23:00,62
27-10-12 22:00,59
27-10-12 21:00,59
27-10-12 20:00,61
27-10-12 19:00,65
27-10-12 18:00,65
27-10-12 17:00,68
27-10-12 16:00,68
27-10-12 15:00,72
27-10-12 14:00,71
27-10-12 13:00,71
27-10-12 12:00,65
27-10-12 11:00,60
27-10-12 10:00,63
27-10-12 09:00,54
27-10-12 08:00,38
27-10-12 07:00,44
27-10-12 06:00,60
27-10-12 05:00,52
27-10-12 04:00,49
27-10-12 03:00,40
27-10-12 02:00,28
27-10-12 01:00,29
27-10-12 00:00,31
26-10-12 23:00,41
26-10-12 22:00,51
26-10-12 21:00,64
26-10-12 20:00,68
26-10-12 19:00,52
26-10-12 18:00,56
26-10-12 17:00,56
26-10-12 16:00,64
26-10-12 15:00,51
26-10-12 14:00,57
26-10-12 13:00,62
26-10-12 12:00,64
26-10-12 11:00,63
26-10-12 10:00,64
26-10-12 09:00,65
26-10-12 08:00,74
26-10-12 07:00,71
26-10-12 06:00,73
26-10-12 05:00,73
26-10-12 04:00,68
26-10-12 03:00,68
26-10-12 02:00,65
26-10-12 01:00,67
26-10-12 00:00,54
25-10-12 23:00,55
25-10-12 22:00,53
25-10-12 21:00,50
25-10-12 20:00,52
25-10-12 19:00,49
25-10-12 18:00,58
25-10-12 17:00,56
25-10-12 16:00,55
25-10-12 15:00,56
25-10-12 14:00,48
25-10-12 13:00,42
25-10-12 12:00,28
25-10-12 11:00,19
25-10-12 10:00,45
25-10-12 09:00,51
25-10-12 08:00,62
