Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-10-12,16.91
30-10-12,17.17
29-10-12,23.44
28-10-12,11.39
27-10-12,11.55
26-10-12,5.78
25-10-12,19.70
24-10-12,31.99
23-10-12,26.54
22-10-12,29.15
21-10-12,17.63
20-10-12,26.45
19-10-12,21.06
18-10-12,14.45
17-10-12,12.01
16-10-12,12.39
15-10-12,14.18
14-10-12,10.13
13-10-12,8.22
12-10-12,16.94
11-10-12,10.72
10-10-12,9.97
09-10-12,10.49
08-10-12,7.71
07-10-12,5.80
06-10-12,5.99
05-10-12,6.91
04-10-12,5.86
03-10-12,9.76
02-10-12,15.60
01-10-12,18.44

