Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-04-12,14.78
29-04-12,13.68
28-04-12,14.78
27-04-12,14.21
26-04-12,8.17
25-04-12,5.83
24-04-12,
23-04-12,
22-04-12,
21-04-12,8.14
20-04-12,16.01
19-04-12,16.26
18-04-12,20.74
17-04-12,13.94
16-04-12,7.24
15-04-12,17.16
14-04-12,19.71
13-04-12,21.06
12-04-12,12.84
11-04-12,11.95
10-04-12,11.59
09-04-12,13.35
08-04-12,9.50
07-04-12,15.51
06-04-12,32.61
05-04-12,23.41
04-04-12,25.00
03-04-12,23.84
02-04-12,13.88
01-04-12,8.53

