Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-04-12,24
29-04-12,22
28-04-12,22
27-04-12,24
26-04-12,14
25-04-12,8
24-04-12,12
23-04-12,9
22-04-12,7
21-04-12,11
20-04-12,20
19-04-12,21
18-04-12,25
17-04-12,17
16-04-12,10
15-04-12,21
14-04-12,23
13-04-12,24
12-04-12,15
11-04-12,16
10-04-12,14
09-04-12,15
08-04-12,11
07-04-12,19
06-04-12,35
05-04-12,26
04-04-12,29
03-04-12,32
02-04-12,19
01-04-12,12

