Datum Zeit,Carlsfeld PM10
,µg/m³
30-04-12,19
29-04-12,14
28-04-12,14
27-04-12,12
26-04-12,10
25-04-12,10
24-04-12,7
23-04-12,5
22-04-12,4
21-04-12,6
20-04-12,7
19-04-12,13
18-04-12,15
17-04-12,12
16-04-12,8
15-04-12,18
14-04-12,17
13-04-12,13
12-04-12,7
11-04-12,10
10-04-12,6
09-04-12,13
08-04-12,12
07-04-12,13
06-04-12,14
05-04-12,7
04-04-12,14
03-04-12,17
02-04-12,9
01-04-12,8

