Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
30-04-12,18.33
29-04-12,15.52
28-04-12,16.89
27-04-12,19.26
26-04-12,9.88
25-04-12,9.61
24-04-12,9.94
23-04-12,9.30
22-04-12,6.03
21-04-12,9.86
20-04-12,17.46
19-04-12,14.90
18-04-12,21.07
17-04-12,16.38
16-04-12,8.57
15-04-12,18.15
14-04-12,19.04
13-04-12,21.46
12-04-12,14.98
11-04-12,12.95
10-04-12,11.28
09-04-12,13.47
08-04-12,8.59
07-04-12,14.94
06-04-12,30.33
05-04-12,23.95
04-04-12,24.79
03-04-12,23.07
02-04-12,14.08
01-04-12,7.25

