Datum Zeit,Plauen-Sued PM10
,µg/m³
30-04-12,40
29-04-12,23
28-04-12,27
27-04-12,23
26-04-12,15
25-04-12,11
24-04-12,11
23-04-12,12
22-04-12,7
21-04-12,9
20-04-12,18
19-04-12,26
18-04-12,23
17-04-12,20
16-04-12,19
15-04-12,23
14-04-12,27
13-04-12,24
12-04-12,18
11-04-12,18
10-04-12,11
09-04-12,18
08-04-12,17
07-04-12,18
06-04-12,40
05-04-12,32
04-04-12,25
03-04-12,30
02-04-12,20
01-04-12,8

