Datum Zeit,Plauen-Sued O3
,µg/m³
01-10-00 00:00,2
30-09-00 23:00,
30-09-00 22:00,4
30-09-00 21:00,7
30-09-00 20:00,6
30-09-00 19:00,14
30-09-00 18:00,39
30-09-00 17:00,75
30-09-00 16:00,78
30-09-00 15:00,80
30-09-00 14:00,74
30-09-00 13:00,61
30-09-00 12:00,56
30-09-00 11:00,56
30-09-00 10:00,50
30-09-00 09:00,31
30-09-00 08:00,35
30-09-00 07:00,16
30-09-00 06:00,21
30-09-00 05:00,27
30-09-00 04:00,40
30-09-00 03:00,39
30-09-00 02:00,28
30-09-00 01:00,47
30-09-00 00:00,46
29-09-00 23:00,
29-09-00 22:00,18
29-09-00 21:00,9
29-09-00 20:00,5
29-09-00 19:00,4
29-09-00 18:00,26
29-09-00 17:00,66
29-09-00 16:00,71
29-09-00 15:00,74
29-09-00 14:00,62
29-09-00 13:00,49
29-09-00 12:00,63
29-09-00 11:00,60
29-09-00 10:00,37
29-09-00 09:00,43
29-09-00 08:00,20
29-09-00 07:00,2
29-09-00 06:00,10
29-09-00 05:00,39
29-09-00 04:00,19
29-09-00 03:00,39
29-09-00 02:00,24
29-09-00 01:00,18
29-09-00 00:00,
28-09-00 23:00,6
28-09-00 22:00,15
28-09-00 21:00,35
28-09-00 20:00,38
28-09-00 19:00,39
28-09-00 18:00,29
28-09-00 17:00,39
28-09-00 16:00,59
28-09-00 15:00,66
28-09-00 14:00,49
28-09-00 13:00,45
28-09-00 12:00,36
28-09-00 11:00,32
28-09-00 10:00,27
28-09-00 09:00,19
28-09-00 08:00,8
28-09-00 07:00,9
28-09-00 06:00,8
28-09-00 05:00,8
28-09-00 04:00,10
28-09-00 03:00,16
28-09-00 02:00,16
28-09-00 01:00,16
28-09-00 00:00,
27-09-00 23:00,9
27-09-00 22:00,4
27-09-00 21:00,1
27-09-00 20:00,1
27-09-00 19:00,1
27-09-00 18:00,3
27-09-00 17:00,7
27-09-00 16:00,40
27-09-00 15:00,44
27-09-00 14:00,48
27-09-00 13:00,49
27-09-00 12:00,33
27-09-00 11:00,28
27-09-00 10:00,27
27-09-00 09:00,20
27-09-00 08:00,7
27-09-00 07:00,1
27-09-00 06:00,1
27-09-00 05:00,1
27-09-00 04:00,1
27-09-00 03:00,1
27-09-00 02:00,3
27-09-00 01:00,
27-09-00 00:00,6
26-09-00 23:00,7
26-09-00 22:00,9
26-09-00 21:00,9
26-09-00 20:00,4
26-09-00 19:00,4
26-09-00 18:00,23
26-09-00 17:00,34
26-09-00 16:00,33
26-09-00 15:00,40
26-09-00 14:00,36
26-09-00 13:00,30
26-09-00 12:00,25
26-09-00 11:00,26
26-09-00 10:00,12
26-09-00 09:00,5
26-09-00 08:00,1
26-09-00 07:00,1
26-09-00 06:00,1
26-09-00 05:00,1
26-09-00 04:00,1
26-09-00 03:00,1
26-09-00 02:00,1
26-09-00 01:00,
26-09-00 00:00,1
25-09-00 23:00,1
25-09-00 22:00,2
25-09-00 21:00,2
25-09-00 20:00,4
25-09-00 19:00,2
25-09-00 18:00,5
25-09-00 17:00,5
25-09-00 16:00,6
25-09-00 15:00,14
25-09-00 14:00,23
25-09-00 13:00,27
25-09-00 12:00,31
25-09-00 11:00,27
25-09-00 10:00,22
25-09-00 09:00,19
25-09-00 08:00,2
25-09-00 07:00,4
25-09-00 06:00,1
25-09-00 05:00,3
25-09-00 04:00,7
25-09-00 03:00,1
25-09-00 02:00,
25-09-00 01:00,1
25-09-00 00:00,1
24-09-00 23:00,1
24-09-00 22:00,1
24-09-00 21:00,2
24-09-00 20:00,4
24-09-00 19:00,7
24-09-00 18:00,42
24-09-00 17:00,54
24-09-00 16:00,62
24-09-00 15:00,63
24-09-00 14:00,55
24-09-00 13:00,56
24-09-00 12:00,54
24-09-00 11:00,42
24-09-00 10:00,22
24-09-00 09:00,5
24-09-00 08:00,2
24-09-00 07:00,1
24-09-00 06:00,1
24-09-00 05:00,1
24-09-00 04:00,1
24-09-00 03:00,1
24-09-00 02:00,
24-09-00 01:00,1
24-09-00 00:00,1
23-09-00 23:00,1
23-09-00 22:00,1
23-09-00 21:00,1
23-09-00 20:00,1
23-09-00 19:00,6
23-09-00 18:00,47
23-09-00 17:00,68
23-09-00 16:00,73
23-09-00 15:00,64
23-09-00 14:00,62
23-09-00 13:00,57
23-09-00 12:00,51
23-09-00 11:00,20
23-09-00 10:00,13
23-09-00 09:00,9
23-09-00 08:00,7
23-09-00 07:00,2
23-09-00 06:00,1
23-09-00 05:00,3
23-09-00 04:00,1
23-09-00 03:00,
23-09-00 02:00,1
23-09-00 01:00,1
23-09-00 00:00,1
22-09-00 23:00,1
22-09-00 22:00,1
22-09-00 21:00,1
22-09-00 20:00,1
22-09-00 19:00,1
22-09-00 18:00,2
22-09-00 17:00,3
22-09-00 16:00,6
22-09-00 15:00,8
22-09-00 14:00,10
22-09-00 13:00,7
22-09-00 12:00,4
22-09-00 11:00,4
22-09-00 10:00,3
22-09-00 09:00,5
22-09-00 08:00,2
22-09-00 07:00,4
22-09-00 06:00,4
22-09-00 05:00,10
22-09-00 04:00,14
22-09-00 03:00,
22-09-00 02:00,12
22-09-00 01:00,10
22-09-00 00:00,5
21-09-00 23:00,8
21-09-00 22:00,7
21-09-00 21:00,4
21-09-00 20:00,5
21-09-00 19:00,7
21-09-00 18:00,4
21-09-00 17:00,7
21-09-00 16:00,6
21-09-00 15:00,7
21-09-00 14:00,5
21-09-00 13:00,6
21-09-00 12:00,7
21-09-00 11:00,4
21-09-00 10:00,5
21-09-00 09:00,3
21-09-00 08:00,2
21-09-00 07:00,1
21-09-00 06:00,1
21-09-00 05:00,2
21-09-00 04:00,
21-09-00 03:00,9
21-09-00 02:00,10
21-09-00 01:00,10
21-09-00 00:00,7
20-09-00 23:00,1
20-09-00 22:00,1
20-09-00 21:00,1
20-09-00 20:00,1
20-09-00 19:00,1
20-09-00 18:00,10
20-09-00 17:00,19
20-09-00 16:00,24
20-09-00 15:00,20
20-09-00 14:00,24
20-09-00 13:00,29
20-09-00 12:00,33
20-09-00 11:00,23
20-09-00 10:00,7
20-09-00 09:00,4
20-09-00 08:00,1
20-09-00 07:00,1
20-09-00 06:00,1
20-09-00 05:00,1
20-09-00 04:00,
20-09-00 03:00,1
20-09-00 02:00,1
20-09-00 01:00,1
20-09-00 00:00,1
19-09-00 23:00,1
19-09-00 22:00,1
19-09-00 21:00,2
19-09-00 20:00,11
19-09-00 19:00,26
19-09-00 18:00,26
19-09-00 17:00,25
19-09-00 16:00,27
19-09-00 15:00,30
19-09-00 14:00,33
19-09-00 13:00,34
19-09-00 12:00,31
19-09-00 11:00,23
19-09-00 10:00,23
19-09-00 09:00,19
19-09-00 08:00,12
19-09-00 07:00,2
19-09-00 06:00,1
19-09-00 05:00,
19-09-00 04:00,1
19-09-00 03:00,1
19-09-00 02:00,1
19-09-00 01:00,1
