Datum Zeit,Dresden-Nord BEN
,µg/m³
01-10-00 00:00,1.9
30-09-00 23:00,2.2
30-09-00 22:00,2.9
30-09-00 21:00,4.6
30-09-00 20:00,4.6
30-09-00 19:00,3.6
30-09-00 18:00,2.5
30-09-00 17:00,1.8
30-09-00 16:00,1.7
30-09-00 15:00,1.7
30-09-00 14:00,1.7
30-09-00 13:00,2.0
30-09-00 12:00,2.0
30-09-00 11:00,2.0
30-09-00 10:00,2.0
30-09-00 09:00,1.9
30-09-00 08:00,1.6
30-09-00 07:00,1.4
30-09-00 06:00,1.5
30-09-00 05:00,1.6
30-09-00 04:00,1.3
30-09-00 03:00,1.3
30-09-00 02:00,1.4
30-09-00 01:00,1.4
30-09-00 00:00,1.4
29-09-00 23:00,1.8
29-09-00 22:00,2.2
29-09-00 21:00,
29-09-00 20:00,
29-09-00 19:00,
29-09-00 18:00,
29-09-00 17:00,3.2
29-09-00 16:00,2.5
29-09-00 15:00,2.4
29-09-00 14:00,2.2
29-09-00 13:00,2.1
29-09-00 12:00,2.3
29-09-00 11:00,2.3
29-09-00 10:00,2.7
29-09-00 09:00,2.4
29-09-00 08:00,2.5
29-09-00 07:00,3.6
29-09-00 06:00,1.9
29-09-00 05:00,1.4
29-09-00 04:00,1.4
29-09-00 03:00,1.4
29-09-00 02:00,1.6
29-09-00 01:00,1.6
29-09-00 00:00,1.7
28-09-00 23:00,1.9
28-09-00 22:00,2.3
28-09-00 21:00,3.2
28-09-00 20:00,3.9
28-09-00 19:00,5.0
28-09-00 18:00,3.2
28-09-00 17:00,3.1
28-09-00 16:00,3.2
28-09-00 15:00,2.8
28-09-00 14:00,2.6
28-09-00 13:00,2.5
28-09-00 12:00,2.7
28-09-00 11:00,2.9
28-09-00 10:00,3.1
28-09-00 09:00,3.7
28-09-00 08:00,4.5
28-09-00 07:00,8.0
28-09-00 06:00,3.3
28-09-00 05:00,3.0
28-09-00 04:00,2.4
28-09-00 03:00,2.7
28-09-00 02:00,2.7
28-09-00 01:00,2.6
28-09-00 00:00,3.1
27-09-00 23:00,3.2
27-09-00 22:00,3.9
27-09-00 21:00,3.6
27-09-00 20:00,3.7
27-09-00 19:00,4.2
27-09-00 18:00,4.1
27-09-00 17:00,3.7
27-09-00 16:00,4.2
27-09-00 15:00,3.7
27-09-00 14:00,2.8
27-09-00 13:00,2.6
27-09-00 12:00,3.1
27-09-00 11:00,2.5
27-09-00 10:00,2.6
27-09-00 09:00,2.5
27-09-00 08:00,3.6
27-09-00 07:00,5.4
27-09-00 06:00,3.0
27-09-00 05:00,1.7
27-09-00 04:00,1.7
27-09-00 03:00,1.9
27-09-00 02:00,1.7
27-09-00 01:00,1.8
27-09-00 00:00,2.2
26-09-00 23:00,2.3
26-09-00 22:00,2.4
26-09-00 21:00,2.9
26-09-00 20:00,4.2
26-09-00 19:00,4.4
26-09-00 18:00,4.3
26-09-00 17:00,3.5
26-09-00 16:00,3.0
26-09-00 15:00,2.2
26-09-00 14:00,2.4
26-09-00 13:00,5.4
26-09-00 12:00,2.5
26-09-00 11:00,3.1
26-09-00 10:00,5.0
26-09-00 09:00,3.9
