Datum Zeit,Zinnwald SO2
,µg/m³
01-10-00 00:00,4.9
30-09-00 23:00,5.9
30-09-00 22:00,7.0
30-09-00 21:00,11.1
30-09-00 20:00,13.0
30-09-00 19:00,23.3
30-09-00 18:00,18.7
30-09-00 17:00,12.9
30-09-00 16:00,10.9
30-09-00 15:00,11.3
30-09-00 14:00,15.0
30-09-00 13:00,
30-09-00 12:00,15.5
30-09-00 11:00,20.3
30-09-00 10:00,22.4
30-09-00 09:00,22.6
30-09-00 08:00,17.2
30-09-00 07:00,17.3
30-09-00 06:00,17.2
30-09-00 05:00,16.6
30-09-00 04:00,12.9
30-09-00 03:00,12.8
30-09-00 02:00,14.2
30-09-00 01:00,10.9
30-09-00 00:00,10.9
29-09-00 23:00,9.5
29-09-00 22:00,10.8
29-09-00 21:00,11.8
29-09-00 20:00,12.5
29-09-00 19:00,10.0
29-09-00 18:00,9.0
29-09-00 17:00,12.9
29-09-00 16:00,18.8
29-09-00 15:00,21.7
29-09-00 14:00,
29-09-00 13:00,19.4
29-09-00 12:00,23.1
29-09-00 11:00,21.9
29-09-00 10:00,33.8
29-09-00 09:00,25.3
29-09-00 08:00,19.0
29-09-00 07:00,18.0
29-09-00 06:00,19.9
29-09-00 05:00,15.9
29-09-00 04:00,13.0
29-09-00 03:00,15.1
29-09-00 02:00,13.9
29-09-00 01:00,13.0
29-09-00 00:00,10.0
28-09-00 23:00,5.8
28-09-00 22:00,5.5
28-09-00 21:00,8.8
28-09-00 20:00,13.3
28-09-00 19:00,14.6
28-09-00 18:00,10.7
28-09-00 17:00,16.0
28-09-00 16:00,34.2
28-09-00 15:00,45.8
28-09-00 14:00,
28-09-00 13:00,13.5
28-09-00 12:00,8.7
28-09-00 11:00,7.0
28-09-00 10:00,2.9
28-09-00 09:00,3.8
28-09-00 08:00,7.9
28-09-00 07:00,13.5
28-09-00 06:00,6.9
28-09-00 05:00,18.3
28-09-00 04:00,31.4
28-09-00 03:00,29.2
28-09-00 02:00,59.6
28-09-00 01:00,21.6
28-09-00 00:00,6.0
27-09-00 23:00,2.2
27-09-00 22:00,2.2
27-09-00 21:00,4.4
27-09-00 20:00,8.4
27-09-00 19:00,9.3
27-09-00 18:00,7.7
27-09-00 17:00,8.9
27-09-00 16:00,6.9
27-09-00 15:00,
27-09-00 14:00,16.4
27-09-00 13:00,34.3
27-09-00 12:00,29.3
27-09-00 11:00,11.7
27-09-00 10:00,7.4
27-09-00 09:00,18.0
27-09-00 08:00,26.3
27-09-00 07:00,8.2
27-09-00 06:00,2.5
27-09-00 05:00,2.6
27-09-00 04:00,3.7
27-09-00 03:00,4.0
27-09-00 02:00,3.3
27-09-00 01:00,4.4
27-09-00 00:00,5.2
26-09-00 23:00,6.7
26-09-00 22:00,7.0
26-09-00 21:00,6.8
26-09-00 20:00,6.8
26-09-00 19:00,7.8
26-09-00 18:00,15.3
26-09-00 17:00,21.1
26-09-00 16:00,17.6
26-09-00 15:00,
26-09-00 14:00,32.1
26-09-00 13:00,30.6
26-09-00 12:00,57.1
26-09-00 11:00,81.8
26-09-00 10:00,164.1
26-09-00 09:00,96.0
26-09-00 08:00,11.1
26-09-00 07:00,29.7
26-09-00 06:00,14.3
26-09-00 05:00,23.4
26-09-00 04:00,44.9
26-09-00 03:00,51.6
26-09-00 02:00,39.3
26-09-00 01:00,12.7
26-09-00 00:00,8.5
25-09-00 23:00,4.2
25-09-00 22:00,1.0
25-09-00 21:00,1.0
25-09-00 20:00,2.0
25-09-00 19:00,7.2
25-09-00 18:00,12.8
25-09-00 17:00,16.9
25-09-00 16:00,
25-09-00 15:00,
25-09-00 14:00,24.3
25-09-00 13:00,14.3
25-09-00 12:00,7.7
25-09-00 11:00,11.5
25-09-00 10:00,42.4
25-09-00 09:00,17.6
25-09-00 08:00,3.2
25-09-00 07:00,9.1
25-09-00 06:00,34.9
25-09-00 05:00,
25-09-00 04:00,1.0
25-09-00 03:00,1.0
25-09-00 02:00,1.0
25-09-00 01:00,1.0
25-09-00 00:00,1.5
24-09-00 23:00,2.7
24-09-00 22:00,3.4
24-09-00 21:00,1.3
24-09-00 20:00,1.2
24-09-00 19:00,2.0
24-09-00 18:00,3.1
24-09-00 17:00,4.0
24-09-00 16:00,5.0
24-09-00 15:00,5.1
24-09-00 14:00,5.3
24-09-00 13:00,6.0
24-09-00 12:00,7.6
24-09-00 11:00,7.8
24-09-00 10:00,7.4
24-09-00 09:00,9.6
24-09-00 08:00,13.8
24-09-00 07:00,9.2
24-09-00 06:00,7.1
24-09-00 05:00,
24-09-00 04:00,7.2
24-09-00 03:00,8.8
24-09-00 02:00,4.5
24-09-00 01:00,3.9
24-09-00 00:00,6.2
23-09-00 23:00,7.5
23-09-00 22:00,8.0
23-09-00 21:00,1.7
23-09-00 20:00,1.0
23-09-00 19:00,1.0
23-09-00 18:00,1.1
23-09-00 17:00,1.0
23-09-00 16:00,3.0
23-09-00 15:00,9.9
23-09-00 14:00,11.9
23-09-00 13:00,8.6
23-09-00 12:00,4.2
23-09-00 11:00,1.7
23-09-00 10:00,1.3
23-09-00 09:00,2.3
23-09-00 08:00,9.5
23-09-00 07:00,22.3
23-09-00 06:00,
23-09-00 05:00,2.8
23-09-00 04:00,2.3
23-09-00 03:00,3.7
23-09-00 02:00,2.1
23-09-00 01:00,1.4
23-09-00 00:00,1.0
22-09-00 23:00,1.0
22-09-00 22:00,1.0
22-09-00 21:00,1.6
22-09-00 20:00,1.0
22-09-00 19:00,1.0
22-09-00 18:00,1.0
22-09-00 17:00,1.3
22-09-00 16:00,3.1
22-09-00 15:00,1.5
22-09-00 14:00,1.0
22-09-00 13:00,1.0
