Datum Zeit,Goerlitz O3
,µg/m³
01-10-00 00:00,71
30-09-00 23:00,81
30-09-00 22:00,83
30-09-00 21:00,
30-09-00 20:00,93
30-09-00 19:00,90
30-09-00 18:00,89
30-09-00 17:00,103
30-09-00 16:00,99
30-09-00 15:00,92
30-09-00 14:00,86
30-09-00 13:00,86
30-09-00 12:00,89
30-09-00 11:00,76
30-09-00 10:00,81
30-09-00 09:00,58
30-09-00 08:00,23
30-09-00 07:00,2
30-09-00 06:00,6
30-09-00 05:00,4
30-09-00 04:00,18
30-09-00 03:00,10
30-09-00 02:00,20
30-09-00 01:00,45
30-09-00 00:00,68
29-09-00 23:00,89
29-09-00 22:00,
29-09-00 21:00,79
29-09-00 20:00,84
29-09-00 19:00,83
29-09-00 18:00,67
29-09-00 17:00,71
29-09-00 16:00,82
29-09-00 15:00,71
29-09-00 14:00,67
29-09-00 13:00,79
29-09-00 12:00,67
29-09-00 11:00,83
29-09-00 10:00,66
29-09-00 09:00,58
29-09-00 08:00,18
29-09-00 07:00,19
29-09-00 06:00,46
29-09-00 05:00,68
29-09-00 04:00,86
29-09-00 03:00,93
29-09-00 02:00,99
29-09-00 01:00,97
29-09-00 00:00,96
28-09-00 23:00,86
28-09-00 22:00,
28-09-00 21:00,68
28-09-00 20:00,67
28-09-00 19:00,48
28-09-00 18:00,48
28-09-00 17:00,59
28-09-00 16:00,41
28-09-00 15:00,43
28-09-00 14:00,50
28-09-00 13:00,60
28-09-00 12:00,40
28-09-00 11:00,37
28-09-00 10:00,26
28-09-00 09:00,17
28-09-00 08:00,17
28-09-00 07:00,14
28-09-00 06:00,29
28-09-00 05:00,50
28-09-00 04:00,59
28-09-00 03:00,53
28-09-00 02:00,58
28-09-00 01:00,56
28-09-00 00:00,57
27-09-00 23:00,
27-09-00 22:00,55
27-09-00 21:00,57
27-09-00 20:00,39
27-09-00 19:00,26
27-09-00 18:00,37
27-09-00 17:00,45
27-09-00 16:00,50
27-09-00 15:00,47
27-09-00 14:00,43
27-09-00 13:00,41
27-09-00 12:00,35
27-09-00 11:00,30
27-09-00 10:00,22
