Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-10-00 00:00,19
30-09-00 23:00,14
30-09-00 22:00,19
30-09-00 21:00,28
30-09-00 20:00,38
30-09-00 19:00,36
30-09-00 18:00,61
30-09-00 17:00,77
30-09-00 16:00,85
30-09-00 15:00,87
30-09-00 14:00,73
30-09-00 13:00,61
30-09-00 12:00,61
30-09-00 11:00,34
30-09-00 10:00,25
30-09-00 09:00,10
30-09-00 08:00,7
30-09-00 07:00,7
30-09-00 06:00,16
30-09-00 05:00,33
30-09-00 04:00,44
30-09-00 03:00,
30-09-00 02:00,43
30-09-00 01:00,44
30-09-00 00:00,49
29-09-00 23:00,48
29-09-00 22:00,42
29-09-00 21:00,46
29-09-00 20:00,47
29-09-00 19:00,40
29-09-00 18:00,41
29-09-00 17:00,70
29-09-00 16:00,72
29-09-00 15:00,79
29-09-00 14:00,74
29-09-00 13:00,57
29-09-00 12:00,54
29-09-00 11:00,32
29-09-00 10:00,18
29-09-00 09:00,10
29-09-00 08:00,3
29-09-00 07:00,1
29-09-00 06:00,7
29-09-00 05:00,15
29-09-00 04:00,
29-09-00 03:00,15
29-09-00 02:00,15
29-09-00 01:00,12
29-09-00 00:00,14
28-09-00 23:00,15
28-09-00 22:00,24
28-09-00 21:00,27
28-09-00 20:00,23
28-09-00 19:00,3
28-09-00 18:00,11
28-09-00 17:00,31
28-09-00 16:00,48
28-09-00 15:00,45
28-09-00 14:00,42
28-09-00 13:00,31
28-09-00 12:00,20
28-09-00 11:00,13
28-09-00 10:00,11
28-09-00 09:00,8
28-09-00 08:00,2
28-09-00 07:00,1
28-09-00 06:00,2
28-09-00 05:00,5
28-09-00 04:00,
28-09-00 03:00,22
28-09-00 02:00,28
28-09-00 01:00,12
28-09-00 00:00,11
27-09-00 23:00,16
27-09-00 22:00,8
27-09-00 21:00,5
27-09-00 20:00,6
27-09-00 19:00,6
27-09-00 18:00,8
27-09-00 17:00,11
27-09-00 16:00,36
27-09-00 15:00,33
27-09-00 14:00,47
27-09-00 13:00,51
27-09-00 12:00,38
27-09-00 11:00,22
27-09-00 10:00,13
27-09-00 09:00,9
27-09-00 08:00,5
27-09-00 07:00,4
27-09-00 06:00,3
27-09-00 05:00,
27-09-00 04:00,9
27-09-00 03:00,12
27-09-00 02:00,16
27-09-00 01:00,6
27-09-00 00:00,9
26-09-00 23:00,4
26-09-00 22:00,3
26-09-00 21:00,5
26-09-00 20:00,5
26-09-00 19:00,5
26-09-00 18:00,9
26-09-00 17:00,25
26-09-00 16:00,29
26-09-00 15:00,32
26-09-00 14:00,26
26-09-00 13:00,20
26-09-00 12:00,12
26-09-00 11:00,11
26-09-00 10:00,5
26-09-00 09:00,2
26-09-00 08:00,1
26-09-00 07:00,1
26-09-00 06:00,1
26-09-00 05:00,
26-09-00 04:00,1
26-09-00 03:00,3
26-09-00 02:00,3
26-09-00 01:00,5
26-09-00 00:00,4
25-09-00 23:00,4
25-09-00 22:00,3
25-09-00 21:00,4
25-09-00 20:00,1
25-09-00 19:00,1
25-09-00 18:00,2
25-09-00 17:00,9
25-09-00 16:00,14
25-09-00 15:00,23
