Datum Zeit,Plauen-Sued NO
,µg/m³
01-10-00 00:00,12
30-09-00 23:00,11
30-09-00 22:00,21
30-09-00 21:00,26
30-09-00 20:00,27
30-09-00 19:00,29
30-09-00 18:00,36
30-09-00 17:00,11
30-09-00 16:00,21
30-09-00 15:00,18
30-09-00 14:00,18
30-09-00 13:00,28
30-09-00 12:00,42
30-09-00 11:00,37
30-09-00 10:00,35
30-09-00 09:00,67
30-09-00 08:00,50
30-09-00 07:00,54
30-09-00 06:00,62
30-09-00 05:00,
30-09-00 04:00,23
30-09-00 03:00,24
30-09-00 02:00,49
30-09-00 01:00,4
30-09-00 00:00,16
29-09-00 23:00,12
29-09-00 22:00,65
29-09-00 21:00,85
29-09-00 20:00,75
29-09-00 19:00,129
29-09-00 18:00,137
29-09-00 17:00,31
29-09-00 16:00,47
29-09-00 15:00,27
29-09-00 14:00,33
29-09-00 13:00,59
29-09-00 12:00,43
29-09-00 11:00,36
29-09-00 10:00,79
29-09-00 09:00,54
29-09-00 08:00,124
29-09-00 07:00,176
29-09-00 06:00,163
29-09-00 05:00,
29-09-00 04:00,40
29-09-00 03:00,9
29-09-00 02:00,20
29-09-00 01:00,8
29-09-00 00:00,10
28-09-00 23:00,43
28-09-00 22:00,44
28-09-00 21:00,15
28-09-00 20:00,15
28-09-00 19:00,25
28-09-00 18:00,74
28-09-00 17:00,68
28-09-00 16:00,44
28-09-00 15:00,33
28-09-00 14:00,33
28-09-00 13:00,32
28-09-00 12:00,39
28-09-00 11:00,34
28-09-00 10:00,36
28-09-00 09:00,49
28-09-00 08:00,61
28-09-00 07:00,64
28-09-00 06:00,
28-09-00 05:00,22
28-09-00 04:00,23
28-09-00 03:00,14
28-09-00 02:00,8
28-09-00 01:00,5
28-09-00 00:00,3
27-09-00 23:00,25
27-09-00 22:00,36
27-09-00 21:00,43
27-09-00 20:00,67
27-09-00 19:00,78
27-09-00 18:00,147
27-09-00 17:00,130
27-09-00 16:00,55
27-09-00 15:00,56
27-09-00 14:00,50
27-09-00 13:00,37
27-09-00 12:00,51
27-09-00 11:00,66
27-09-00 10:00,49
27-09-00 09:00,63
27-09-00 08:00,215
27-09-00 07:00,130
27-09-00 06:00,
27-09-00 05:00,123
27-09-00 04:00,11
27-09-00 03:00,1
27-09-00 02:00,3
27-09-00 01:00,7
27-09-00 00:00,8
26-09-00 23:00,16
26-09-00 22:00,21
26-09-00 21:00,70
26-09-00 20:00,62
26-09-00 19:00,92
26-09-00 18:00,70
26-09-00 17:00,56
26-09-00 16:00,74
26-09-00 15:00,44
26-09-00 14:00,63
26-09-00 13:00,68
26-09-00 12:00,62
26-09-00 11:00,59
26-09-00 10:00,53
26-09-00 09:00,78
26-09-00 08:00,112
26-09-00 07:00,
26-09-00 06:00,295
26-09-00 05:00,219
26-09-00 04:00,123
26-09-00 03:00,71
26-09-00 02:00,17
26-09-00 01:00,10
26-09-00 00:00,19
25-09-00 23:00,28
25-09-00 22:00,55
25-09-00 21:00,47
25-09-00 20:00,59
25-09-00 19:00,102
25-09-00 18:00,95
25-09-00 17:00,84
25-09-00 16:00,109
25-09-00 15:00,86
25-09-00 14:00,74
25-09-00 13:00,62
25-09-00 12:00,45
25-09-00 11:00,58
25-09-00 10:00,70
25-09-00 09:00,85
25-09-00 08:00,126
25-09-00 07:00,
25-09-00 06:00,121
25-09-00 05:00,60
25-09-00 04:00,31
25-09-00 03:00,72
25-09-00 02:00,48
25-09-00 01:00,23
25-09-00 00:00,24
24-09-00 23:00,20
24-09-00 22:00,114
24-09-00 21:00,38
24-09-00 20:00,26
24-09-00 19:00,45
24-09-00 18:00,19
24-09-00 17:00,11
24-09-00 16:00,22
24-09-00 15:00,14
24-09-00 14:00,23
24-09-00 13:00,16
24-09-00 12:00,16
24-09-00 11:00,31
24-09-00 10:00,63
24-09-00 09:00,74
24-09-00 08:00,
24-09-00 07:00,15
24-09-00 06:00,9
24-09-00 05:00,13
24-09-00 04:00,8
24-09-00 03:00,14
24-09-00 02:00,12
24-09-00 01:00,26
24-09-00 00:00,18
23-09-00 23:00,19
23-09-00 22:00,26
23-09-00 21:00,31
23-09-00 20:00,42
23-09-00 19:00,42
23-09-00 18:00,27
23-09-00 17:00,23
23-09-00 16:00,17
23-09-00 15:00,40
23-09-00 14:00,40
23-09-00 13:00,38
23-09-00 12:00,28
23-09-00 11:00,80
23-09-00 10:00,82
23-09-00 09:00,96
23-09-00 08:00,
23-09-00 07:00,65
23-09-00 06:00,40
23-09-00 05:00,41
23-09-00 04:00,25
23-09-00 03:00,37
23-09-00 02:00,15
23-09-00 01:00,35
23-09-00 00:00,68
22-09-00 23:00,82
22-09-00 22:00,120
22-09-00 21:00,104
22-09-00 20:00,85
22-09-00 19:00,122
22-09-00 18:00,134
22-09-00 17:00,128
22-09-00 16:00,155
22-09-00 15:00,97
22-09-00 14:00,103
22-09-00 13:00,74
22-09-00 12:00,116
22-09-00 11:00,183
22-09-00 10:00,139
22-09-00 09:00,
22-09-00 08:00,154
22-09-00 07:00,141
22-09-00 06:00,85
22-09-00 05:00,53
22-09-00 04:00,3
22-09-00 03:00,1
22-09-00 02:00,4
22-09-00 01:00,7
22-09-00 00:00,4
21-09-00 23:00,5
21-09-00 22:00,13
21-09-00 21:00,8
21-09-00 20:00,23
21-09-00 19:00,32
21-09-00 18:00,50
21-09-00 17:00,58
21-09-00 16:00,77
21-09-00 15:00,59
21-09-00 14:00,94
21-09-00 13:00,82
21-09-00 12:00,85
21-09-00 11:00,135
21-09-00 10:00,89
21-09-00 09:00,
21-09-00 08:00,93
21-09-00 07:00,156
21-09-00 06:00,155
21-09-00 05:00,85
21-09-00 04:00,49
21-09-00 03:00,21
21-09-00 02:00,12
21-09-00 01:00,14
21-09-00 00:00,36
20-09-00 23:00,31
20-09-00 22:00,56
20-09-00 21:00,70
20-09-00 20:00,116
20-09-00 19:00,137
20-09-00 18:00,89
20-09-00 17:00,74
20-09-00 16:00,87
20-09-00 15:00,88
20-09-00 14:00,68
20-09-00 13:00,74
20-09-00 12:00,74
20-09-00 11:00,96
20-09-00 10:00,
20-09-00 09:00,180
20-09-00 08:00,209
20-09-00 07:00,245
20-09-00 06:00,235
20-09-00 05:00,178
20-09-00 04:00,72
20-09-00 03:00,44
20-09-00 02:00,42
20-09-00 01:00,17
20-09-00 00:00,17
19-09-00 23:00,27
19-09-00 22:00,22
19-09-00 21:00,36
19-09-00 20:00,28
19-09-00 19:00,26
19-09-00 18:00,42
19-09-00 17:00,54
19-09-00 16:00,57
19-09-00 15:00,57
19-09-00 14:00,44
19-09-00 13:00,37
19-09-00 12:00,39
19-09-00 11:00,53
19-09-00 10:00,
19-09-00 09:00,57
19-09-00 08:00,88
19-09-00 07:00,384
19-09-00 06:00,138
19-09-00 05:00,181
19-09-00 04:00,100
19-09-00 03:00,20
19-09-00 02:00,14
