Datum Zeit,Zittau-Ost PM10
,µg/m³
31-08-17,
30-08-17,
29-08-17,
28-08-17,
27-08-17,
26-08-17,
25-08-17,
24-08-17,
23-08-17,
22-08-17,
21-08-17,
20-08-17,8
19-08-17,8
18-08-17,48
17-08-17,30
16-08-17,23
15-08-17,17
14-08-17,10
13-08-17,6
12-08-17,5
11-08-17,9
10-08-17,26
09-08-17,9
08-08-17,18
07-08-17,26
06-08-17,12
05-08-17,12
04-08-17,35
03-08-17,21
02-08-17,13
01-08-17,22

