Datum Zeit,Bautzen PM10
,µg/m³
31-08-17,
30-08-17,
29-08-17,
28-08-17,
27-08-17,
26-08-17,
25-08-17,20
24-08-17,15
23-08-17,11
22-08-17,9
21-08-17,8
20-08-17,7
19-08-17,7
18-08-17,13
17-08-17,10
16-08-17,13
15-08-17,12
14-08-17,10
13-08-17,5
12-08-17,6
11-08-17,10
10-08-17,15
09-08-17,10
08-08-17,11
07-08-17,11
06-08-17,10
05-08-17,12
04-08-17,
03-08-17,16
02-08-17,13
01-08-17,18

