Datum Zeit,Brockau PM10
,µg/m³
31-08-17,
30-08-17,
29-08-17,
28-08-17,
27-08-17,
26-08-17,
25-08-17,
24-08-17,
23-08-17,
22-08-17,
21-08-17,
20-08-17,6
19-08-17,5
18-08-17,10
17-08-17,13
16-08-17,9
15-08-17,10
14-08-17,8
13-08-17,4
12-08-17,3
11-08-17,5
10-08-17,10
09-08-17,9
08-08-17,13
07-08-17,10
06-08-17,9
05-08-17,11
04-08-17,12
03-08-17,16
02-08-17,14
01-08-17,13

