Datum Zeit,Dresden-Nord PM10
,µg/m³
31-03-05,46
30-03-05,50
29-03-05,52
28-03-05,54
27-03-05,54
26-03-05,29
25-03-05,78
24-03-05,90
23-03-05,87
22-03-05,55
21-03-05,35
20-03-05,26
19-03-05,15
18-03-05,38
17-03-05,53
16-03-05,71
15-03-05,76
14-03-05,58
13-03-05,21
12-03-05,14
11-03-05,39
10-03-05,35
09-03-05,34
08-03-05,29
07-03-05,36
06-03-05,53
05-03-05,88
04-03-05,97
03-03-05,75
02-03-05,57
01-03-05,34

