Datum Zeit,Chemnitz-Mitte SO2
,µg/m³
01-04-05 00:00,10.1
31-03-05 23:00,9.3
31-03-05 22:00,5.9
31-03-05 21:00,6.0
31-03-05 20:00,7.4
31-03-05 19:00,5.8
31-03-05 18:00,4.8
31-03-05 17:00,4.2
31-03-05 16:00,3.5
31-03-05 15:00,6.3
31-03-05 14:00,15.4
31-03-05 13:00,9.4
31-03-05 12:00,7.3
31-03-05 11:00,16.9
31-03-05 10:00,20.2
31-03-05 09:00,26.5
31-03-05 08:00,21.1
31-03-05 07:00,14.5
31-03-05 06:00,10.0
31-03-05 05:00,8.6
31-03-05 04:00,9.5
31-03-05 03:00,9.6
31-03-05 02:00,11.2
31-03-05 01:00,12.0
31-03-05 00:00,12.7
30-03-05 23:00,9.5
30-03-05 22:00,6.4
30-03-05 21:00,4.5
30-03-05 20:00,4.2
30-03-05 19:00,4.9
30-03-05 18:00,8.0
30-03-05 17:00,11.8
30-03-05 16:00,8.3
30-03-05 15:00,8.0
30-03-05 14:00,8.3
30-03-05 13:00,8.1
30-03-05 12:00,14.1
30-03-05 11:00,25.9
30-03-05 10:00,23.0
30-03-05 09:00,21.6
30-03-05 08:00,15.1
30-03-05 07:00,9.3
30-03-05 06:00,10.5
30-03-05 05:00,8.2
30-03-05 04:00,7.1
30-03-05 03:00,8.3
30-03-05 02:00,14.6
30-03-05 01:00,4.9
30-03-05 00:00,5.4
29-03-05 23:00,5.0
29-03-05 22:00,5.4
29-03-05 21:00,4.9
29-03-05 20:00,4.1
29-03-05 19:00,5.4
29-03-05 18:00,20.1
29-03-05 17:00,16.6
29-03-05 16:00,8.1
29-03-05 15:00,12.5
29-03-05 14:00,10.9
29-03-05 13:00,12.2
29-03-05 12:00,9.1
29-03-05 11:00,5.6
29-03-05 10:00,6.8
29-03-05 09:00,6.1
29-03-05 08:00,1.6
29-03-05 07:00,1.8
29-03-05 06:00,1.0
29-03-05 05:00,1.0
29-03-05 04:00,1.0
29-03-05 03:00,1.0
29-03-05 02:00,1.0
29-03-05 01:00,1.0
29-03-05 00:00,1.2
28-03-05 23:00,2.1
28-03-05 22:00,1.3
28-03-05 21:00,1.9
28-03-05 20:00,2.7
28-03-05 19:00,2.7
28-03-05 18:00,2.0
28-03-05 17:00,1.4
28-03-05 16:00,4.7
28-03-05 15:00,3.6
28-03-05 14:00,1.5
28-03-05 13:00,4.4
28-03-05 12:00,1.7
28-03-05 11:00,1.6
28-03-05 10:00,1.9
28-03-05 09:00,3.6
