Datum Zeit,Borna PM10
,µg/m³
31-03-05,51
30-03-05,58
29-03-05,67
28-03-05,70
27-03-05,57
26-03-05,27
25-03-05,62
24-03-05,61
23-03-05,58
22-03-05,61
21-03-05,39
20-03-05,23
19-03-05,14
18-03-05,39
17-03-05,41
16-03-05,47
15-03-05,47
14-03-05,38
13-03-05,13
12-03-05,12
11-03-05,31
10-03-05,33
09-03-05,28
08-03-05,30
07-03-05,38
06-03-05,40
05-03-05,90
04-03-05,72
03-03-05,66
02-03-05,42
01-03-05,26

