Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-03-05,74
30-03-05,64
29-03-05,62
28-03-05,74
27-03-05,67
26-03-05,33
25-03-05,62
24-03-05,69
23-03-05,55
22-03-05,68
21-03-05,58
20-03-05,33
19-03-05,26
18-03-05,37
17-03-05,41
16-03-05,66
15-03-05,62
14-03-05,42
13-03-05,14
12-03-05,12
11-03-05,34
10-03-05,36
09-03-05,32
08-03-05,23
07-03-05,41
06-03-05,44
05-03-05,92
04-03-05,61
03-03-05,81
02-03-05,43
01-03-05,33

