Datum Zeit,Collmberg PM10
,µg/m³
31-10-14,27
30-10-14,37
29-10-14,28
28-10-14,22
27-10-14,18
26-10-14,18
25-10-14,16
24-10-14,17
23-10-14,5
22-10-14,5
21-10-14,8
20-10-14,9
19-10-14,8
18-10-14,10
17-10-14,10
16-10-14,12
15-10-14,9
14-10-14,11
13-10-14,17
12-10-14,13
11-10-14,29
10-10-14,12
09-10-14,16
08-10-14,12
07-10-14,26
06-10-14,29
05-10-14,26
04-10-14,28
03-10-14,27
02-10-14,39
01-10-14,31

