Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-10-14,38.12
30-10-14,39.90
29-10-14,28.81
28-10-14,22.38
27-10-14,21.19
26-10-14,28.85
25-10-14,21.79
24-10-14,18.31
23-10-14,21.40
22-10-14,7.08
21-10-14,8.72
20-10-14,7.47
19-10-14,12.71
18-10-14,13.46
17-10-14,12.71
16-10-14,12.08
15-10-14,13.22
14-10-14,13.53
13-10-14,18.10
12-10-14,12.27
11-10-14,28.70
10-10-14,24.11
09-10-14,20.68
08-10-14,26.19
07-10-14,31.47
06-10-14,27.76
05-10-14,27.80
04-10-14,25.68
03-10-14,22.52
02-10-14,32.29
01-10-14,27.98

