Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-10-14,36.46
30-10-14,38.56
29-10-14,29.21
28-10-14,20.55
27-10-14,19.86
26-10-14,27.05
25-10-14,20.92
24-10-14,15.67
23-10-14,17.03
22-10-14,5.70
21-10-14,6.52
20-10-14,7.20
19-10-14,12.71
18-10-14,10.01
17-10-14,8.99
16-10-14,10.29
15-10-14,10.21
14-10-14,11.68
13-10-14,19.39
12-10-14,12.47
11-10-14,26.90
10-10-14,21.55
09-10-14,20.62
08-10-14,26.73
07-10-14,29.55
06-10-14,23.61
05-10-14,27.36
04-10-14,23.34
03-10-14,19.59
02-10-14,26.69
01-10-14,24.16

