Datum Zeit,Klingenthal PM10
,µg/m³
31-10-14,30
30-10-14,24
29-10-14,24
28-10-14,22
27-10-14,17
26-10-14,19
25-10-14,17
24-10-14,14
23-10-14,14
22-10-14,11
21-10-14,10
20-10-14,13
19-10-14,16
18-10-14,13
17-10-14,11
16-10-14,10
15-10-14,11
14-10-14,13
13-10-14,20
12-10-14,12
11-10-14,18
10-10-14,17
09-10-14,23
08-10-14,15
07-10-14,26
06-10-14,27
05-10-14,24
04-10-14,22
03-10-14,20
02-10-14,22
01-10-14,18

