Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-10-14,39.36
30-10-14,37.40
29-10-14,29.11
28-10-14,22.88
27-10-14,21.46
26-10-14,30.05
25-10-14,22.91
24-10-14,16.40
23-10-14,17.49
22-10-14,4.94
21-10-14,5.51
20-10-14,4.68
19-10-14,12.08
18-10-14,9.97
17-10-14,6.34
16-10-14,8.47
15-10-14,7.97
14-10-14,8.70
13-10-14,17.77
12-10-14,10.89
11-10-14,26.01
10-10-14,20.49
09-10-14,19.93
08-10-14,25.87
07-10-14,29.51
06-10-14,24.11
05-10-14,26.42
04-10-14,22.53
03-10-14,19.47
02-10-14,24.72
01-10-14,22.70

