Datum Zeit,Carlsfeld PM10
,µg/m³
31-10-14,7
30-10-14,10
29-10-14,16
28-10-14,11
27-10-14,6
26-10-14,7
25-10-14,8
24-10-14,7
23-10-14,1
22-10-14,2
21-10-14,5
20-10-14,5
19-10-14,7
18-10-14,4
17-10-14,4
16-10-14,4
15-10-14,6
14-10-14,5
13-10-14,10
12-10-14,6
11-10-14,8
10-10-14,5
09-10-14,11
08-10-14,6
07-10-14,18
06-10-14,19
05-10-14,17
04-10-14,16
03-10-14,14
02-10-14,24
01-10-14,13

