Datum Zeit,Freiberg O3
,µg/m³
01-03-09 00:00,16
28-02-09 23:00,13
28-02-09 22:00,7
28-02-09 21:00,8
28-02-09 20:00,7
28-02-09 19:00,9
28-02-09 18:00,13
28-02-09 17:00,16
28-02-09 16:00,18
28-02-09 15:00,19
28-02-09 14:00,16
28-02-09 13:00,11
28-02-09 12:00,10
28-02-09 11:00,8
28-02-09 10:00,6
28-02-09 09:00,7
28-02-09 08:00,9
28-02-09 07:00,9
28-02-09 06:00,15
28-02-09 05:00,17
28-02-09 04:00,20
28-02-09 03:00,23
28-02-09 02:00,25
28-02-09 01:00,24
28-02-09 00:00,18
27-02-09 23:00,25
27-02-09 22:00,31
27-02-09 21:00,30
27-02-09 20:00,30
27-02-09 19:00,31
27-02-09 18:00,29
27-02-09 17:00,37
27-02-09 16:00,52
27-02-09 15:00,68
27-02-09 14:00,73
27-02-09 13:00,68
27-02-09 12:00,75
27-02-09 11:00,69
27-02-09 10:00,61
27-02-09 09:00,61
27-02-09 08:00,51
27-02-09 07:00,53
27-02-09 06:00,50
27-02-09 05:00,49
27-02-09 04:00,49
27-02-09 03:00,51
27-02-09 02:00,48
27-02-09 01:00,48
27-02-09 00:00,49
26-02-09 23:00,48
26-02-09 22:00,45
26-02-09 21:00,38
26-02-09 20:00,31
26-02-09 19:00,24
26-02-09 18:00,23
26-02-09 17:00,21
26-02-09 16:00,24
26-02-09 15:00,30
26-02-09 14:00,28
26-02-09 13:00,25
26-02-09 12:00,21
26-02-09 11:00,18
26-02-09 10:00,20
26-02-09 09:00,20
26-02-09 08:00,20
26-02-09 07:00,28
26-02-09 06:00,37
26-02-09 05:00,45
26-02-09 04:00,51
26-02-09 03:00,54
26-02-09 02:00,57
26-02-09 01:00,59
26-02-09 00:00,58
25-02-09 23:00,58
25-02-09 22:00,56
25-02-09 21:00,56
25-02-09 20:00,50
25-02-09 19:00,45
25-02-09 18:00,43
25-02-09 17:00,40
25-02-09 16:00,44
25-02-09 15:00,45
25-02-09 14:00,42
25-02-09 13:00,41
25-02-09 12:00,42
25-02-09 11:00,38
25-02-09 10:00,31
25-02-09 09:00,23
25-02-09 08:00,15
25-02-09 07:00,20
25-02-09 06:00,23
25-02-09 05:00,29
25-02-09 04:00,31
25-02-09 03:00,32
25-02-09 02:00,32
25-02-09 01:00,35
25-02-09 00:00,29
24-02-09 23:00,37
24-02-09 22:00,39
24-02-09 21:00,43
24-02-09 20:00,37
24-02-09 19:00,32
24-02-09 18:00,35
24-02-09 17:00,33
24-02-09 16:00,33
24-02-09 15:00,33
24-02-09 14:00,35
24-02-09 13:00,36
24-02-09 12:00,35
24-02-09 11:00,35
24-02-09 10:00,37
24-02-09 09:00,37
24-02-09 08:00,38
24-02-09 07:00,39
24-02-09 06:00,45
24-02-09 05:00,47
24-02-09 04:00,47
24-02-09 03:00,48
24-02-09 02:00,48
24-02-09 01:00,48
24-02-09 00:00,49
23-02-09 23:00,49
23-02-09 22:00,52
23-02-09 21:00,56
23-02-09 20:00,60
23-02-09 19:00,59
23-02-09 18:00,61
23-02-09 17:00,53
23-02-09 16:00,56
23-02-09 15:00,62
23-02-09 14:00,62
23-02-09 13:00,67
23-02-09 12:00,67
23-02-09 11:00,63
23-02-09 10:00,63
23-02-09 09:00,67
23-02-09 08:00,64
23-02-09 07:00,70
23-02-09 06:00,75
23-02-09 05:00,79
23-02-09 04:00,81
