Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-09-10,11
29-09-10,8
28-09-10,6
27-09-10,4
26-09-10,6
25-09-10,17
24-09-10,31
23-09-10,22
22-09-10,19
21-09-10,18
20-09-10,20
19-09-10,14
18-09-10,10
17-09-10,8
16-09-10,8
15-09-10,7
14-09-10,10
13-09-10,12
12-09-10,20
11-09-10,18
10-09-10,14
09-09-10,9
08-09-10,17
07-09-10,12
06-09-10,11
05-09-10,12
04-09-10,12
03-09-10,9
02-09-10,12
01-09-10,8

