Datum Zeit,Klingenthal PM10
,µg/m³
30-09-10,10
29-09-10,9
28-09-10,5
27-09-10,7
26-09-10,8
25-09-10,7
24-09-10,22
23-09-10,20
22-09-10,18
21-09-10,16
20-09-10,16
19-09-10,12
18-09-10,11
17-09-10,10
16-09-10,9
15-09-10,8
14-09-10,11
13-09-10,9
12-09-10,19
11-09-10,11
10-09-10,17
09-09-10,10
08-09-10,16
07-09-10,16
06-09-10,14
05-09-10,10
04-09-10,9
03-09-10,12
02-09-10,10
01-09-10,7

