Datum Zeit,Goerlitz PM10
,µg/m³
30-09-10,21
29-09-10,11
28-09-10,7
27-09-10,15
26-09-10,4
25-09-10,26
24-09-10,43
23-09-10,31
22-09-10,27
21-09-10,26
20-09-10,28
19-09-10,19
18-09-10,16
17-09-10,18
16-09-10,15
15-09-10,15
14-09-10,20
13-09-10,24
12-09-10,23
11-09-10,28
10-09-10,36
09-09-10,31
08-09-10,29
07-09-10,20
06-09-10,15
05-09-10,12
04-09-10,20
03-09-10,17
02-09-10,18
01-09-10,18

