Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-09-10,7.64
29-09-10,7.77
28-09-10,6.19
27-09-10,4.87
26-09-10,5.28
25-09-10,15.98
24-09-10,25.45
23-09-10,16.96
22-09-10,13.44
21-09-10,13.83
20-09-10,14.03
19-09-10,12.83
18-09-10,9.54
17-09-10,7.82
16-09-10,7.44
15-09-10,8.26
14-09-10,10.29
13-09-10,13.46
12-09-10,16.74
11-09-10,15.26
10-09-10,17.03
09-09-10,10.18
08-09-10,11.47
07-09-10,9.51
06-09-10,7.54
05-09-10,10.48
04-09-10,9.83
03-09-10,9.93
02-09-10,10.12
01-09-10,8.21

