Datum Zeit,Goerlitz NO
,µg/m³
01-10-10 00:00,31
30-09-10 23:00,47
30-09-10 22:00,46
30-09-10 21:00,47
30-09-10 20:00,21
30-09-10 19:00,18
30-09-10 18:00,1
30-09-10 17:00,1
30-09-10 16:00,1
30-09-10 15:00,44
30-09-10 14:00,11
30-09-10 13:00,32
30-09-10 12:00,15
30-09-10 11:00,44
30-09-10 10:00,57
30-09-10 09:00,79
30-09-10 08:00,101
30-09-10 07:00,92
30-09-10 06:00,67
30-09-10 05:00,25
30-09-10 04:00,8
30-09-10 03:00,2
30-09-10 02:00,6
30-09-10 01:00,2
30-09-10 00:00,8
29-09-10 23:00,11
29-09-10 22:00,27
29-09-10 21:00,44
29-09-10 20:00,50
29-09-10 19:00,59
29-09-10 18:00,80
29-09-10 17:00,79
29-09-10 16:00,94
29-09-10 15:00,81
29-09-10 14:00,80
29-09-10 13:00,78
29-09-10 12:00,70
29-09-10 11:00,73
29-09-10 10:00,65
29-09-10 09:00,79
29-09-10 08:00,94
29-09-10 07:00,75
29-09-10 06:00,53
29-09-10 05:00,21
29-09-10 04:00,6
29-09-10 03:00,6
29-09-10 02:00,5
29-09-10 01:00,7
29-09-10 00:00,7
28-09-10 23:00,13
28-09-10 22:00,25
28-09-10 21:00,32
28-09-10 20:00,29
28-09-10 19:00,37
28-09-10 18:00,57
28-09-10 17:00,56
28-09-10 16:00,75
28-09-10 15:00,67
28-09-10 14:00,73
28-09-10 13:00,66
28-09-10 12:00,61
28-09-10 11:00,67
28-09-10 10:00,67
28-09-10 09:00,59
28-09-10 08:00,68
28-09-10 07:00,66
28-09-10 06:00,45
28-09-10 05:00,25
28-09-10 04:00,12
28-09-10 03:00,6
28-09-10 02:00,7
28-09-10 01:00,1
28-09-10 00:00,6
27-09-10 23:00,12
27-09-10 22:00,16
27-09-10 21:00,19
27-09-10 20:00,21
27-09-10 19:00,37
27-09-10 18:00,47
27-09-10 17:00,63
27-09-10 16:00,52
27-09-10 15:00,68
27-09-10 14:00,90
27-09-10 13:00,71
27-09-10 12:00,69
27-09-10 11:00,80
27-09-10 10:00,76
27-09-10 09:00,70
27-09-10 08:00,85
27-09-10 07:00,84
27-09-10 06:00,54
27-09-10 05:00,29
27-09-10 04:00,14
27-09-10 03:00,6
27-09-10 02:00,2
27-09-10 01:00,5
27-09-10 00:00,5
26-09-10 23:00,5
26-09-10 22:00,10
26-09-10 21:00,17
26-09-10 20:00,22
26-09-10 19:00,27
26-09-10 18:00,34
26-09-10 17:00,40
26-09-10 16:00,40
26-09-10 15:00,39
26-09-10 14:00,42
26-09-10 13:00,33
26-09-10 12:00,25
26-09-10 11:00,25
26-09-10 10:00,27
26-09-10 09:00,26
26-09-10 08:00,13
26-09-10 07:00,16
26-09-10 06:00,14
26-09-10 05:00,9
26-09-10 04:00,8
26-09-10 03:00,7
26-09-10 02:00,11
26-09-10 01:00,4
26-09-10 00:00,9
25-09-10 23:00,31
25-09-10 22:00,41
25-09-10 21:00,42
25-09-10 20:00,40
25-09-10 19:00,66
25-09-10 18:00,71
25-09-10 17:00,7
25-09-10 16:00,41
25-09-10 15:00,17
25-09-10 14:00,15
25-09-10 13:00,4
25-09-10 12:00,5
25-09-10 11:00,42
25-09-10 10:00,65
25-09-10 09:00,61
25-09-10 08:00,48
25-09-10 07:00,31
25-09-10 06:00,27
25-09-10 05:00,21
25-09-10 04:00,6
25-09-10 03:00,5
25-09-10 02:00,8
25-09-10 01:00,11
