Datum Zeit,Dresden-Nord O3
,µg/m³
01-10-10 00:00,6
30-09-10 23:00,6
30-09-10 22:00,4
30-09-10 21:00,1
30-09-10 20:00,7
30-09-10 19:00,13
30-09-10 18:00,22
30-09-10 17:00,31
30-09-10 16:00,47
30-09-10 15:00,45
30-09-10 14:00,44
30-09-10 13:00,47
30-09-10 12:00,49
30-09-10 11:00,49
30-09-10 10:00,41
30-09-10 09:00,23
30-09-10 08:00,13
30-09-10 07:00,2
30-09-10 06:00,5
30-09-10 05:00,4
30-09-10 04:00,5
30-09-10 03:00,10
30-09-10 02:00,14
30-09-10 01:00,15
30-09-10 00:00,11
29-09-10 23:00,9
29-09-10 22:00,8
29-09-10 21:00,9
29-09-10 20:00,6
29-09-10 19:00,7
29-09-10 18:00,11
29-09-10 17:00,14
29-09-10 16:00,15
29-09-10 15:00,15
29-09-10 14:00,15
29-09-10 13:00,16
29-09-10 12:00,18
29-09-10 11:00,15
29-09-10 10:00,15
29-09-10 09:00,12
29-09-10 08:00,12
29-09-10 07:00,6
29-09-10 06:00,12
29-09-10 05:00,18
29-09-10 04:00,26
29-09-10 03:00,28
29-09-10 02:00,30
29-09-10 01:00,25
29-09-10 00:00,24
28-09-10 23:00,22
28-09-10 22:00,18
28-09-10 21:00,19
28-09-10 20:00,18
28-09-10 19:00,22
28-09-10 18:00,16
28-09-10 17:00,20
28-09-10 16:00,16
28-09-10 15:00,15
28-09-10 14:00,15
28-09-10 13:00,20
28-09-10 12:00,21
28-09-10 11:00,22
28-09-10 10:00,24
28-09-10 09:00,23
28-09-10 08:00,18
28-09-10 07:00,21
28-09-10 06:00,23
28-09-10 05:00,28
28-09-10 04:00,26
28-09-10 03:00,18
28-09-10 02:00,21
28-09-10 01:00,26
28-09-10 00:00,30
27-09-10 23:00,35
27-09-10 22:00,38
27-09-10 21:00,40
27-09-10 20:00,41
27-09-10 19:00,41
27-09-10 18:00,36
27-09-10 17:00,31
27-09-10 16:00,28
27-09-10 15:00,28
27-09-10 14:00,30
27-09-10 13:00,32
27-09-10 12:00,35
27-09-10 11:00,36
27-09-10 10:00,27
27-09-10 09:00,17
27-09-10 08:00,12
27-09-10 07:00,20
27-09-10 06:00,22
27-09-10 05:00,24
27-09-10 04:00,32
27-09-10 03:00,38
27-09-10 02:00,42
27-09-10 01:00,40
27-09-10 00:00,24
26-09-10 23:00,27
26-09-10 22:00,29
26-09-10 21:00,29
26-09-10 20:00,25
26-09-10 19:00,32
26-09-10 18:00,23
26-09-10 17:00,28
26-09-10 16:00,29
26-09-10 15:00,33
26-09-10 14:00,30
26-09-10 13:00,38
26-09-10 12:00,38
26-09-10 11:00,37
26-09-10 10:00,36
26-09-10 09:00,34
26-09-10 08:00,45
26-09-10 07:00,45
26-09-10 06:00,44
26-09-10 05:00,41
26-09-10 04:00,47
26-09-10 03:00,47
26-09-10 02:00,46
26-09-10 01:00,45
26-09-10 00:00,39
25-09-10 23:00,37
25-09-10 22:00,38
25-09-10 21:00,40
25-09-10 20:00,32
25-09-10 19:00,16
25-09-10 18:00,3
25-09-10 17:00,7
25-09-10 16:00,12
25-09-10 15:00,17
25-09-10 14:00,15
25-09-10 13:00,19
25-09-10 12:00,11
25-09-10 11:00,5
25-09-10 10:00,12
25-09-10 09:00,13
25-09-10 08:00,4
25-09-10 07:00,2
25-09-10 06:00,2
25-09-10 05:00,5
25-09-10 04:00,10
25-09-10 03:00,14
25-09-10 02:00,6
25-09-10 01:00,1
25-09-10 00:00,2
24-09-10 23:00,1
24-09-10 22:00,1
24-09-10 21:00,9
24-09-10 20:00,24
24-09-10 19:00,37
24-09-10 18:00,60
24-09-10 17:00,81
24-09-10 16:00,80
24-09-10 15:00,77
24-09-10 14:00,68
24-09-10 13:00,59
24-09-10 12:00,54
24-09-10 11:00,53
24-09-10 10:00,51
24-09-10 09:00,43
24-09-10 08:00,38
24-09-10 07:00,37
24-09-10 06:00,44
24-09-10 05:00,51
24-09-10 04:00,54
24-09-10 03:00,56
24-09-10 02:00,54
24-09-10 01:00,40
24-09-10 00:00,42
23-09-10 23:00,40
23-09-10 22:00,42
23-09-10 21:00,47
23-09-10 20:00,50
23-09-10 19:00,36
23-09-10 18:00,57
23-09-10 17:00,72
23-09-10 16:00,67
23-09-10 15:00,62
23-09-10 14:00,59
23-09-10 13:00,63
23-09-10 12:00,60
23-09-10 11:00,57
23-09-10 10:00,44
23-09-10 09:00,38
23-09-10 08:00,27
23-09-10 07:00,11
23-09-10 06:00,16
23-09-10 05:00,1
23-09-10 04:00,2
23-09-10 03:00,4
23-09-10 02:00,8
23-09-10 01:00,9
23-09-10 00:00,11
22-09-10 23:00,15
22-09-10 22:00,27
22-09-10 21:00,19
22-09-10 20:00,8
22-09-10 19:00,19
22-09-10 18:00,49
22-09-10 17:00,59
22-09-10 16:00,62
22-09-10 15:00,68
22-09-10 14:00,75
22-09-10 13:00,71
22-09-10 12:00,44
22-09-10 11:00,16
22-09-10 10:00,12
22-09-10 09:00,5
22-09-10 08:00,1
22-09-10 07:00,1
22-09-10 06:00,1
22-09-10 05:00,1
22-09-10 04:00,1
22-09-10 03:00,1
22-09-10 02:00,1
22-09-10 01:00,1
22-09-10 00:00,1
21-09-10 23:00,1
21-09-10 22:00,1
21-09-10 21:00,1
21-09-10 20:00,1
21-09-10 19:00,10
21-09-10 18:00,46
21-09-10 17:00,39
21-09-10 16:00,37
21-09-10 15:00,33
21-09-10 14:00,43
21-09-10 13:00,41
21-09-10 12:00,42
21-09-10 11:00,35
21-09-10 10:00,
21-09-10 09:00,9
21-09-10 08:00,4
21-09-10 07:00,1
21-09-10 06:00,1
21-09-10 05:00,2
21-09-10 04:00,10
21-09-10 03:00,11
21-09-10 02:00,8
21-09-10 01:00,5
21-09-10 00:00,3
20-09-10 23:00,1
20-09-10 22:00,2
20-09-10 21:00,5
20-09-10 20:00,16
20-09-10 19:00,15
20-09-10 18:00,19
20-09-10 17:00,29
20-09-10 16:00,33
20-09-10 15:00,37
20-09-10 14:00,38
20-09-10 13:00,36
20-09-10 12:00,46
20-09-10 11:00,37
20-09-10 10:00,19
20-09-10 09:00,12
20-09-10 08:00,7
20-09-10 07:00,4
20-09-10 06:00,7
20-09-10 05:00,18
20-09-10 04:00,27
20-09-10 03:00,25
20-09-10 02:00,22
20-09-10 01:00,18
20-09-10 00:00,19
19-09-10 23:00,11
19-09-10 22:00,8
19-09-10 21:00,3
19-09-10 20:00,5
19-09-10 19:00,18
19-09-10 18:00,36
19-09-10 17:00,57
19-09-10 16:00,65
19-09-10 15:00,70
19-09-10 14:00,67
19-09-10 13:00,69
19-09-10 12:00,64
19-09-10 11:00,58
19-09-10 10:00,41
19-09-10 09:00,18
19-09-10 08:00,10
19-09-10 07:00,7
19-09-10 06:00,4
19-09-10 05:00,5
19-09-10 04:00,10
19-09-10 03:00,1
19-09-10 02:00,1
19-09-10 01:00,5
19-09-10 00:00,2
18-09-10 23:00,1
18-09-10 22:00,1
18-09-10 21:00,1
18-09-10 20:00,2
18-09-10 19:00,13
18-09-10 18:00,34
18-09-10 17:00,53
18-09-10 16:00,51
18-09-10 15:00,44
18-09-10 14:00,36
18-09-10 13:00,36
18-09-10 12:00,33
18-09-10 11:00,39
18-09-10 10:00,34
18-09-10 09:00,36
18-09-10 08:00,28
18-09-10 07:00,20
18-09-10 06:00,14
18-09-10 05:00,28
18-09-10 04:00,30
18-09-10 03:00,26
18-09-10 02:00,18
18-09-10 01:00,25
18-09-10 00:00,16
17-09-10 23:00,8
17-09-10 22:00,14
17-09-10 21:00,3
17-09-10 20:00,8
17-09-10 19:00,8
17-09-10 18:00,25
17-09-10 17:00,33
17-09-10 16:00,37
17-09-10 15:00,41
17-09-10 14:00,34
17-09-10 13:00,28
17-09-10 12:00,30
17-09-10 11:00,26
17-09-10 10:00,28
17-09-10 09:00,19
17-09-10 08:00,9
17-09-10 07:00,7
17-09-10 06:00,13
17-09-10 05:00,26
17-09-10 04:00,37
17-09-10 03:00,40
17-09-10 02:00,48
17-09-10 01:00,47
17-09-10 00:00,44
16-09-10 23:00,40
16-09-10 22:00,35
16-09-10 21:00,29
16-09-10 20:00,23
16-09-10 19:00,20
16-09-10 18:00,20
16-09-10 17:00,32
16-09-10 16:00,36
16-09-10 15:00,47
16-09-10 14:00,48
16-09-10 13:00,53
16-09-10 12:00,55
16-09-10 11:00,53
16-09-10 10:00,49
16-09-10 09:00,41
16-09-10 08:00,42
16-09-10 07:00,28
16-09-10 06:00,30
16-09-10 05:00,38
16-09-10 04:00,48
16-09-10 03:00,52
16-09-10 02:00,51
16-09-10 01:00,55
16-09-10 00:00,47
15-09-10 23:00,39
15-09-10 22:00,43
15-09-10 21:00,44
15-09-10 20:00,32
15-09-10 19:00,36
15-09-10 18:00,28
15-09-10 17:00,32
15-09-10 16:00,41
15-09-10 15:00,46
15-09-10 14:00,48
15-09-10 13:00,44
15-09-10 12:00,36
15-09-10 11:00,24
15-09-10 10:00,26
15-09-10 09:00,50
15-09-10 08:00,11
15-09-10 07:00,10
15-09-10 06:00,19
15-09-10 05:00,31
15-09-10 04:00,38
15-09-10 03:00,29
15-09-10 02:00,31
15-09-10 01:00,23
15-09-10 00:00,19
14-09-10 23:00,14
14-09-10 22:00,20
14-09-10 21:00,15
14-09-10 20:00,4
14-09-10 19:00,5
14-09-10 18:00,12
14-09-10 17:00,12
14-09-10 16:00,8
14-09-10 15:00,10
14-09-10 14:00,17
14-09-10 13:00,25
14-09-10 12:00,27
14-09-10 11:00,24
14-09-10 10:00,21
14-09-10 09:00,15
14-09-10 08:00,10
14-09-10 07:00,3
14-09-10 06:00,2
14-09-10 05:00,5
14-09-10 04:00,6
14-09-10 03:00,5
14-09-10 02:00,2
14-09-10 01:00,1
14-09-10 00:00,1
13-09-10 23:00,10
13-09-10 22:00,13
13-09-10 21:00,7
13-09-10 20:00,1
13-09-10 19:00,3
13-09-10 18:00,11
13-09-10 17:00,20
13-09-10 16:00,20
13-09-10 15:00,19
13-09-10 14:00,17
13-09-10 13:00,7
13-09-10 12:00,10
13-09-10 11:00,16
13-09-10 10:00,17
13-09-10 09:00,12
13-09-10 08:00,9
13-09-10 07:00,12
13-09-10 06:00,8
13-09-10 05:00,8
13-09-10 04:00,18
13-09-10 03:00,27
13-09-10 02:00,30
13-09-10 01:00,39
13-09-10 00:00,38
12-09-10 23:00,32
12-09-10 22:00,32
12-09-10 21:00,36
12-09-10 20:00,29
12-09-10 19:00,35
12-09-10 18:00,51
12-09-10 17:00,74
12-09-10 16:00,82
12-09-10 15:00,89
12-09-10 14:00,94
12-09-10 13:00,91
12-09-10 12:00,83
12-09-10 11:00,63
12-09-10 10:00,47
12-09-10 09:00,36
12-09-10 08:00,25
12-09-10 07:00,18
12-09-10 06:00,12
12-09-10 05:00,13
12-09-10 04:00,14
12-09-10 03:00,15
12-09-10 02:00,14
12-09-10 01:00,14
12-09-10 00:00,10
11-09-10 23:00,11
11-09-10 22:00,8
11-09-10 21:00,5
11-09-10 20:00,7
11-09-10 19:00,26
11-09-10 18:00,67
11-09-10 17:00,73
11-09-10 16:00,74
11-09-10 15:00,66
11-09-10 14:00,61
11-09-10 13:00,58
11-09-10 12:00,53
11-09-10 11:00,51
11-09-10 10:00,29
11-09-10 09:00,17
11-09-10 08:00,8
11-09-10 07:00,5
11-09-10 06:00,3
11-09-10 05:00,4
11-09-10 04:00,8
11-09-10 03:00,7
11-09-10 02:00,7
11-09-10 01:00,8
11-09-10 00:00,2
10-09-10 23:00,2
10-09-10 22:00,1
10-09-10 21:00,1
10-09-10 20:00,9
10-09-10 19:00,19
10-09-10 18:00,42
10-09-10 17:00,59
10-09-10 16:00,56
10-09-10 15:00,48
10-09-10 14:00,52
10-09-10 13:00,50
10-09-10 12:00,
10-09-10 11:00,38
10-09-10 10:00,26
10-09-10 09:00,18
10-09-10 08:00,10
10-09-10 07:00,7
10-09-10 06:00,17
10-09-10 05:00,22
10-09-10 04:00,32
10-09-10 03:00,31
10-09-10 02:00,35
10-09-10 01:00,39
10-09-10 00:00,33
09-09-10 23:00,22
09-09-10 22:00,19
09-09-10 21:00,20
09-09-10 20:00,22
09-09-10 19:00,24
09-09-10 18:00,26
09-09-10 17:00,30
09-09-10 16:00,30
09-09-10 15:00,23
09-09-10 14:00,27
09-09-10 13:00,27
09-09-10 12:00,20
09-09-10 11:00,10
09-09-10 10:00,6
09-09-10 09:00,8
09-09-10 08:00,3
09-09-10 07:00,2
09-09-10 06:00,8
09-09-10 05:00,25
09-09-10 04:00,37
09-09-10 03:00,43
09-09-10 02:00,49
09-09-10 01:00,49
09-09-10 00:00,52
08-09-10 23:00,56
08-09-10 22:00,56
08-09-10 21:00,57
08-09-10 20:00,61
08-09-10 19:00,57
08-09-10 18:00,58
08-09-10 17:00,66
08-09-10 16:00,64
08-09-10 15:00,61
08-09-10 14:00,63
08-09-10 13:00,65
08-09-10 12:00,66
08-09-10 11:00,67
08-09-10 10:00,63
08-09-10 09:00,53
08-09-10 08:00,50
08-09-10 07:00,47
08-09-10 06:00,56
08-09-10 05:00,62
08-09-10 04:00,67
08-09-10 03:00,66
08-09-10 02:00,66
08-09-10 01:00,63
08-09-10 00:00,62
07-09-10 23:00,63
07-09-10 22:00,62
07-09-10 21:00,59
07-09-10 20:00,65
07-09-10 19:00,67
07-09-10 18:00,69
07-09-10 17:00,76
07-09-10 16:00,75
07-09-10 15:00,75
07-09-10 14:00,76
07-09-10 13:00,72
07-09-10 12:00,60
07-09-10 11:00,49
07-09-10 10:00,40
07-09-10 09:00,25
07-09-10 08:00,9
07-09-10 07:00,5
07-09-10 06:00,2
07-09-10 05:00,5
07-09-10 04:00,10
07-09-10 03:00,11
07-09-10 02:00,20
07-09-10 01:00,26
07-09-10 00:00,31
06-09-10 23:00,33
06-09-10 22:00,35
06-09-10 21:00,47
06-09-10 20:00,44
06-09-10 19:00,55
06-09-10 18:00,62
06-09-10 17:00,67
06-09-10 16:00,67
06-09-10 15:00,62
06-09-10 14:00,69
06-09-10 13:00,62
06-09-10 12:00,59
06-09-10 11:00,31
06-09-10 10:00,15
06-09-10 09:00,14
06-09-10 08:00,5
06-09-10 07:00,2
06-09-10 06:00,1
06-09-10 05:00,1
06-09-10 04:00,1
06-09-10 03:00,3
06-09-10 02:00,3
06-09-10 01:00,6
06-09-10 00:00,4
05-09-10 23:00,7
05-09-10 22:00,8
05-09-10 21:00,44
05-09-10 20:00,48
05-09-10 19:00,53
05-09-10 18:00,31
05-09-10 17:00,62
05-09-10 16:00,64
05-09-10 15:00,73
05-09-10 14:00,69
05-09-10 13:00,60
05-09-10 12:00,54
05-09-10 11:00,49
05-09-10 10:00,23
05-09-10 09:00,14
05-09-10 08:00,10
05-09-10 07:00,8
05-09-10 06:00,7
05-09-10 05:00,6
05-09-10 04:00,4
05-09-10 03:00,4
05-09-10 02:00,4
05-09-10 01:00,3
05-09-10 00:00,2
04-09-10 23:00,5
04-09-10 22:00,2
04-09-10 21:00,11
04-09-10 20:00,35
04-09-10 19:00,52
