Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-09-10,9.44
29-09-10,8.73
28-09-10,9.46
27-09-10,6.23
26-09-10,6.02
25-09-10,6.26
24-09-10,23.06
23-09-10,20.77
22-09-10,15.83
21-09-10,16.74
20-09-10,11.31
19-09-10,10.09
18-09-10,6.52
17-09-10,6.62
16-09-10,10.22
15-09-10,9.56
14-09-10,9.53
13-09-10,10.28
12-09-10,11.74
11-09-10,12.53
10-09-10,17.68
09-09-10,13.21
08-09-10,
07-09-10,10.25
06-09-10,9.34
05-09-10,12.34
04-09-10,14.36
03-09-10,13.71
02-09-10,10.62
01-09-10,10.08

