Datum Zeit,Glauchau PM10
,µg/m³
30-09-10,13
29-09-10,9
28-09-10,7
27-09-10,4
26-09-10,8
25-09-10,7
24-09-10,24
23-09-10,23
22-09-10,22
21-09-10,18
20-09-10,18
19-09-10,14
18-09-10,11
17-09-10,12
16-09-10,9
15-09-10,
14-09-10,
13-09-10,15
12-09-10,15
11-09-10,16
10-09-10,23
09-09-10,12
08-09-10,15
07-09-10,19
06-09-10,17
05-09-10,16
04-09-10,15
03-09-10,18
02-09-10,15
01-09-10,12

