Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-01-01,01:00,,1027,90.6,,,41,,,,1,8.0,3.2,235
2019-01-01,02:00,,1026,87.9,,,43,,,,1,8.2,3.9,238
2019-01-01,03:00,,1026,86.8,,,43,,,,1,8.2,4.0,238
2019-01-01,04:00,,1025,85.3,,,41,,,,1,8.1,3.2,239
2019-01-01,05:00,,1024,85.2,,,44,,,,1,7.9,3.4,246
2019-01-01,06:00,,1023,88.1,,,41,,,,1,7.7,3.3,243
2019-01-01,07:00,,1022,86.5,,,42,,,,1,7.8,4.3,248
2019-01-01,08:00,,1022,79.4,,,47,,,,1,7.9,7.2,261
2019-01-01,09:00,,1021,80.1,,,45,,,,3,7.7,5.5,256
2019-01-01,10:00,,1020,81.6,,,48,,,,34,7.5,6.6,255
2019-01-01,11:00,,1020,85.3,,,43,,,,62,7.5,6.5,249
2019-01-01,12:00,,1019,91.4,,,41,,,,54,6.9,6.0,243
2019-01-01,13:00,,1018,94.4,,,44,,,,35,6.7,5.9,249
2019-01-01,14:00,,1017,95.0,,,46,,,,45,6.8,5.2,251
2019-01-01,15:00,,1017,91.1,,,54,,,,33,6.9,6.1,282
2019-01-01,16:00,,1017,82.9,,,65,,,,18,6.6,7.5,289
2019-01-01,17:00,,1017,71.2,,,69,,,,1,6.4,6.5,276
2019-01-01,18:00,,1017,74.5,,,68,,,,1,6.0,6.3,276
2019-01-01,19:00,,1017,84.7,,,72,,,,1,4.7,8.8,287
2019-01-01,20:00,,1017,84.9,,,74,,,,1,4.0,8.0,284
2019-01-01,21:00,,1018,77.1,,,75,,,,1,4.1,8.0,283
2019-01-01,22:00,,1017,74.5,,,75,,,,1,4.0,8.3,284
2019-01-01,23:00,,1018,88.4,,,73,,,,1,2.4,7.5,283
2019-01-02,00:00,,1018,90.1,,,73,,,,1,1.7,8.3,286
2019-01-02,01:00,,1018,85.3,,,72,,,,1,2.1,7.1,285
2019-01-02,02:00,,1018,83.1,,,74,,,,1,2.6,7.6,291
2019-01-02,03:00,,1019,82.9,,,71,,,,1,3.1,7.3,293
2019-01-02,04:00,,1019,84.4,,,68,,,,1,3.1,7.3,293
2019-01-02,05:00,,1019,83.9,,,66,,,,1,3.0,7.3,293
2019-01-02,06:00,,1020,83.9,,,64,,,,1,2.7,7.1,292
2019-01-02,07:00,,1021,81.4,,,61,,,,1,2.6,6.1,287
2019-01-02,08:00,,1021,75.9,,,61,,,,1,2.6,6.9,290
2019-01-02,09:00,,1022,76.0,,,60,,,,6,2.6,7.9,299
2019-01-02,10:00,,1023,75.4,,,60,,,,29,2.7,8.2,306
2019-01-02,11:00,,1024,80.0,,,62,,,,134,2.3,7.5,316
2019-01-02,12:00,,1024,75.1,,,64,,,,172,2.6,7.6,306
2019-01-02,13:00,,1025,70.5,,,67,,,,103,2.9,8.2,318
2019-01-02,14:00,,1025,60.9,,,69,,,,184,3.1,7.9,327
2019-01-02,15:00,,1026,56.0,,,68,,,,137,3.2,6.8,330
2019-01-02,16:00,,1027,55.2,,,67,,,,25,2.6,6.5,325
2019-01-02,17:00,,1028,75.7,,,68,,,,1,1.3,7.0,316
2019-01-02,18:00,,1028,77.0,,,60,,,,1,1.1,4.4,322
2019-01-02,19:00,,1029,60.1,,,67,,,,1,1.2,6.7,327
2019-01-02,20:00,,1030,59.8,,,65,,,,1,0.9,5.8,327
2019-01-02,21:00,,1031,61.5,,,63,,,,1,0.5,4.7,321
2019-01-02,22:00,,1031,67.8,,,58,,,,1,0.1,3.7,310
2019-01-02,23:00,,1031,72.3,,,58,,,,1,0.0,4.2,313
2019-01-03,00:00,,1031,77.0,,,51,,,,1,,4.0,304
2019-01-03,01:00,,1031,78.2,,,49,,,,1,,4.0,306
2019-01-03,02:00,,1032,79.8,,,46,,,,1,,3.6,296
2019-01-03,03:00,,1032,80.9,,,44,,,,1,,3.2,297
2019-01-03,04:00,,1032,81.0,,,43,,,,1,,2.8,292
2019-01-03,05:00,,1032,83.8,,,34,,,,1,,2.5,277
2019-01-03,06:00,,1032,82.0,,,39,,,,1,,3.4,283
2019-01-03,07:00,,1032,80.4,,,39,,,,1,,3.8,283
2019-01-03,08:00,,1032,80.3,,,34,,,,1,,3.6,274
2019-01-03,09:00,,1032,79.7,,,35,,,,7,,3.4,275
2019-01-03,10:00,,1033,77.1,,,34,,,,65,,3.3,284
2019-01-03,11:00,,1033,71.1,,,39,,,,123,0.0,4.1,281
2019-01-03,12:00,,1032,68.1,,,43,,,,77,0.8,4.1,285
2019-01-03,13:00,,1032,68.3,,,44,,,,81,1.2,4.3,309
2019-01-03,14:00,,1032,70.7,,,42,,,,82,1.4,4.7,298
2019-01-03,15:00,,1032,72.0,,,40,,,,54,1.6,4.7,302
2019-01-03,16:00,,1032,75.0,,,39,,,,21,1.4,4.6,301
2019-01-03,17:00,,1032,81.1,,,34,,,,1,1.1,3.9,305
2019-01-03,18:00,,1033,82.8,,,35,,,,1,0.9,3.7,308
2019-01-03,19:00,,1033,83.3,,,33,,,,1,0.9,3.6,312
2019-01-03,20:00,,1033,86.5,,,33,,,,1,0.7,4.0,315
2019-01-03,21:00,,1033,87.3,,,32,,,,1,0.7,3.6,316
2019-01-03,22:00,,1033,88.4,,,31,,,,1,0.5,4.0,317
2019-01-03,23:00,,1033,89.1,,,34,,,,1,0.2,4.9,322
2019-01-04,00:00,,1033,90.4,,,32,,,,1,,4.0,321
2019-01-04,01:00,,1033,91.0,,,27,,,,1,,2.8,320
2019-01-04,02:00,,1033,91.4,,,21,,,,1,0.2,2.2,315
2019-01-04,03:00,,1033,91.4,,,20,,,,1,0.4,1.7,309
2019-01-04,04:00,,1033,92.0,,,18,,,,1,0.5,1.5,273
2019-01-04,05:00,,1033,93.8,,,19,,,,1,0.5,1.5,258
2019-01-04,06:00,,1032,93.2,,,23,,,,1,0.5,1.9,262
2019-01-04,07:00,,1032,89.0,,,27,,,,1,0.6,2.0,260
2019-01-04,08:00,,1032,85.8,,,26,,,,1,0.8,2.2,252
2019-01-04,09:00,,1032,81.7,,,37,,,,9,1.0,2.6,247
2019-01-04,10:00,,1031,80.1,,,43,,,,39,1.2,3.1,243
2019-01-04,11:00,,1031,81.8,,,46,,,,64,1.4,4.0,245
2019-01-04,12:00,,1029,85.5,,,46,,,,74,1.9,4.1,254
2019-01-04,13:00,,1028,86.5,,,47,,,,53,2.4,4.0,253
2019-01-04,14:00,,1027,93.8,,,49,,,,31,1.9,4.6,253
2019-01-04,15:00,,1026,92.1,,,49,,,,15,2.2,5.0,255
2019-01-04,16:00,,1026,91.1,,,43,,,,4,2.4,3.8,253
2019-01-04,17:00,,1026,94.4,,,45,,,,1,2.2,4.0,249
2019-01-04,18:00,,1025,97.5,,,45,,,,1,2.1,3.9,252
2019-01-04,19:00,,1025,97.7,,,44,,,,1,2.4,3.6,266
2019-01-04,20:00,,1025,95.4,,,48,,,,1,3.3,4.3,281
2019-01-04,21:00,,1025,93.8,,,48,,,,1,3.8,4.4,283
2019-01-04,22:00,,1024,95.0,,,46,,,,1,3.9,3.7,274
2019-01-04,23:00,,1024,96.5,,,41,,,,1,3.6,3.3,256
2019-01-05,00:00,,1023,98.1,,,42,,,,1,3.4,3.5,252
2019-01-05,01:00,,1023,98.6,,,44,,,,1,3.4,4.3,253
2019-01-05,02:00,,1022,98.7,,,45,,,,1,3.7,4.4,252
2019-01-05,03:00,,1021,98.6,,,47,,,,1,4.0,4.1,248
2019-01-05,04:00,,1020,97.6,,,47,,,,1,4.4,3.7,248
2019-01-05,05:00,,1019,98.2,,,45,,,,1,4.6,4.2,259
2019-01-05,06:00,,1018,98.2,,,47,,,,1,4.6,5.3,262
2019-01-05,07:00,,1018,98.8,,,46,,,,1,4.9,4.3,269
2019-01-05,08:00,,1018,98.7,,,53,,,,1,6.1,5.4,290
2019-01-05,09:00,,1018,97.3,,,54,,,,4,6.5,5.9,296
2019-01-05,10:00,,1018,97.8,,,56,,,,21,6.6,6.0,306
2019-01-05,11:00,,1019,96.7,,,59,,,,29,6.9,6.7,314
2019-01-05,12:00,,1019,97.9,,,58,,,,34,6.8,6.5,313
2019-01-05,13:00,,1019,96.7,,,57,,,,41,7.0,5.8,313
2019-01-05,14:00,,1019,93.4,,,57,,,,57,7.4,6.0,310
2019-01-05,15:00,,1020,94.0,,,54,,,,35,7.4,5.1,311
2019-01-05,16:00,,1020,97.0,,,51,,,,12,7.0,4.7,308
2019-01-05,17:00,,1020,95.6,,,43,,,,2,6.9,4.0,298
2019-01-05,18:00,,1021,94.5,,,43,,,,1,6.8,3.6,301
2019-01-05,19:00,,1021,93.7,,,48,,,,1,6.8,4.1,302
2019-01-05,20:00,,1021,95.5,,,50,,,,1,6.7,4.6,303
2019-01-05,21:00,,1021,94.8,,,47,,,,1,6.7,4.3,304
2019-01-05,22:00,,1022,93.9,,,48,,,,1,6.6,4.7,318
2019-01-05,23:00,,1022,91.3,,,46,,,,1,6.3,4.3,326
2019-01-06,00:00,,1023,88.5,,,51,,,,1,5.7,4.6,324
2019-01-06,01:00,,1023,89.2,,,50,,,,1,5.1,4.9,327
2019-01-06,02:00,,1024,89.5,,,53,,,,1,4.6,4.7,328
2019-01-06,03:00,,1024,88.9,,,54,,,,1,4.4,2.9,339
2019-01-06,04:00,,1024,88.6,,,57,,,,1,3.8,2.9,332
2019-01-06,05:00,,1025,89.3,,,54,,,,1,3.1,2.8,330
2019-01-06,06:00,,1025,88.4,,,56,,,,1,3.0,2.2,339
2019-01-06,07:00,,1025,88.5,,,55,,,,1,3.0,2.7,335
2019-01-06,08:00,,1026,89.8,,,49,,,,1,2.8,2.5,328
2019-01-06,09:00,,1026,89.4,,,46,,,,9,3.1,1.5,343
2019-01-06,10:00,,1027,89.6,,,40,,,,51,3.2,1.7,314
2019-01-06,11:00,,1027,87.2,,,48,,,,103,3.5,2.7,323
2019-01-06,12:00,,1027,83.3,,,50,,,,134,4.0,2.7,319
2019-01-06,13:00,,1027,80.8,,,54,,,,127,4.1,3.0,309
2019-01-06,14:00,,1027,79.2,,,52,,,,105,4.4,2.7,301
2019-01-06,15:00,,1027,81.3,,,47,,,,47,4.6,2.2,311
2019-01-06,16:00,,1027,83.7,,,39,,,,12,4.7,1.2,315
2019-01-06,17:00,,1027,82.9,,,34,,,,1,5.0,0.7,302
2019-01-06,18:00,,1028,86.7,,,37,,,,1,4.5,1.5,297
2019-01-06,19:00,,1028,89.6,,,41,,,,1,4.3,1.2,314
2019-01-06,20:00,,1028,88.9,,,33,,,,1,4.6,0.6,336
2019-01-06,21:00,,1028,87.4,,,32,,,,1,4.8,0.5,316
2019-01-06,22:00,,1028,90.2,,,32,,,,1,4.5,0.5,347
2019-01-06,23:00,,1028,92.1,,,17,,,,1,4.5,0.2,34
2019-01-07,00:00,,1028,92.0,,,7,,,,1,4.6,0.3,183
2019-01-07,01:00,,1028,94.6,,,20,,,,1,4.1,0.6,200
2019-01-07,02:00,,1028,95.5,,,25,,,,1,4.1,0.7,230
2019-01-07,03:00,,1028,96.9,,,21,,,,1,4.0,1.2,249
2019-01-07,04:00,,1028,98.7,,,40,,,,1,4.8,3.1,280
2019-01-07,05:00,,1027,98.6,,,51,,,,1,5.1,4.0,288
2019-01-07,06:00,,1027,96.9,,,46,,,,1,5.2,3.8,291
2019-01-07,07:00,,1027,95.7,,,43,,,,1,5.3,3.7,296
2019-01-07,08:00,,1028,94.2,,,37,,,,1,5.3,3.2,293
2019-01-07,09:00,,1028,94.6,,,39,,,,6,5.3,3.5,289
2019-01-07,10:00,,1028,95.3,,,47,,,,28,5.2,3.9,283
2019-01-07,11:00,,1028,95.1,,,49,,,,40,5.2,4.0,284
2019-01-07,12:00,,1028,91.8,,,51,,,,81,5.5,4.1,284
2019-01-07,13:00,,1027,85.4,,,54,,,,191,6.5,3.1,268
2019-01-07,14:00,,1026,85.8,,,51,,,,51,6.4,3.1,257
2019-01-07,15:00,,1026,83.7,,,51,,,,22,6.0,3.2,253
2019-01-07,16:00,,1026,87.3,,,49,,,,12,5.4,3.9,262
2019-01-07,17:00,,1025,90.1,,,51,,,,1,4.9,4.0,246
2019-01-07,18:00,,1025,92.3,,,48,,,,1,4.6,3.7,240
2019-01-07,19:00,,1024,91.2,,,48,,,,1,4.8,3.8,236
2019-01-07,20:00,,1022,88.9,,,46,,,,1,5.0,4.2,229
2019-01-07,21:00,,1021,88.2,,,45,,,,1,4.9,4.7,224
2019-01-07,22:00,,1019,88.2,,,45,,,,1,4.9,4.5,220
2019-01-07,23:00,,1018,89.1,,,43,,,,1,4.9,4.4,220
2019-01-08,00:00,,1016,89.7,,,38,,,,1,4.8,4.8,220
2019-01-08,01:00,,1015,94.4,,,40,,,,1,4.4,4.3,214
2019-01-08,02:00,,1013,93.8,,,44,,,,1,4.4,4.1,219
2019-01-08,03:00,,1012,93.1,,,41,,,,1,4.5,4.1,220
2019-01-08,04:00,,1010,89.6,,,38,,,,1,5.3,5.5,233
2019-01-08,05:00,,1009,88.3,,,36,,,,1,5.7,5.7,246
2019-01-08,06:00,,1008,89.6,,,37,,,,1,5.5,4.8,245
2019-01-08,07:00,,1007,89.5,,,42,,,,1,5.3,3.9,243
2019-01-08,08:00,,1006,84.8,,,64,,,,1,5.3,5.3,240
2019-01-08,09:00,,1005,86.2,,,58,,,,2,5.3,5.1,237
2019-01-08,10:00,,1005,84.8,,,67,,,,19,5.3,6.2,242
2019-01-08,11:00,,1004,85.9,,,63,,,,80,5.3,6.1,230
2019-01-08,12:00,,1002,84.4,,,62,,,,77,5.7,6.3,234
2019-01-08,13:00,,1001,86.0,,,67,,,,32,5.7,6.6,253
2019-01-08,14:00,,1001,81.8,,,67,,,,51,6.1,8.1,257
2019-01-08,15:00,,1000,86.1,,,65,,,,28,5.8,6.6,258
2019-01-08,16:00,,1001,85.9,,,69,,,,11,5.7,7.2,272
2019-01-08,17:00,,1001,80.1,,,73,,,,1,6.0,7.2,275
2019-01-08,18:00,,1001,77.7,,,74,,,,1,5.8,6.7,275
2019-01-08,19:00,,1001,84.0,,,69,,,,1,5.1,5.6,266
2019-01-08,20:00,,1001,81.9,,,70,,,,1,4.9,8.3,281
2019-01-08,21:00,,1001,89.1,,,68,,,,1,3.9,7.4,285
2019-01-08,22:00,,1001,88.2,,,63,,,,1,3.6,7.5,288
2019-01-08,23:00,,1001,85.8,,,61,,,,1,3.2,8.2,287
2019-01-09,00:00,,1002,91.3,,,60,,,,1,2.4,6.8,290
2019-01-09,01:00,,1002,94.6,,,60,,,,1,1.7,6.7,296
2019-01-09,02:00,,1002,93.9,,,63,,,,1,1.7,7.5,289
2019-01-09,03:00,,1002,95.0,,,68,,,,1,1.4,7.6,287
2019-01-09,04:00,,1002,97.3,,,69,,,,1,0.7,7.1,287
2019-01-09,05:00,,1003,97.4,,,67,,,,1,0.7,7.8,290
2019-01-09,06:00,,1003,98.3,,,63,,,,1,0.5,7.1,295
2019-01-09,07:00,,1003,99.2,,,62,,,,1,0.4,8.0,301
2019-01-09,08:00,,1004,99.1,,,60,,,,1,0.4,7.4,307
2019-01-09,09:00,,1004,99.3,,,59,,,,5,0.4,7.2,307
2019-01-09,10:00,,1005,96.8,,,59,,,,45,0.8,6.7,306
2019-01-09,11:00,,1006,95.8,,,60,,,,45,0.9,7.8,308
2019-01-09,12:00,,1006,96.1,,,59,,,,41,0.9,8.0,312
2019-01-09,13:00,,1006,96.2,,,61,,,,49,0.9,8.4,315
2019-01-09,14:00,,1007,99.3,,,,,,,33,0.3,7.9,318
2019-01-09,15:00,,1008,100.0,,,54,,,,33,0.2,7.1,320
2019-01-09,16:00,,1008,100.0,,,51,,,,9,0.3,7.0,322
2019-01-09,17:00,,1009,99.7,,,52,,,,1,0.7,7.1,323
2019-01-09,18:00,,1010,98.2,,,54,,,,1,0.7,6.8,324
2019-01-09,19:00,,1010,98.2,,,55,,,,1,0.5,7.4,322
2019-01-09,20:00,,1011,98.1,,,53,,,,1,0.4,7.6,324
2019-01-09,21:00,,1012,97.8,,,53,,,,1,0.4,6.9,328
2019-01-09,22:00,,1013,98.1,,,54,,,,1,0.5,6.1,331
2019-01-09,23:00,,1014,98.1,,,54,,,,1,0.7,6.1,330
2019-01-10,00:00,,1014,97.6,,,55,,,,1,1.0,5.6,335
2019-01-10,01:00,,1015,96.6,,,54,,,,1,1.4,5.2,336
2019-01-10,02:00,,1016,95.2,,,56,,,,1,1.4,5.0,337
2019-01-10,03:00,,1016,95.0,,,55,,,,1,1.4,4.4,340
2019-01-10,04:00,,1017,94.8,,,53,,,,1,1.1,5.1,336
2019-01-10,05:00,,1018,95.1,,,49,,,,1,0.8,5.1,336
2019-01-10,06:00,,1018,96.0,,,49,,,,1,0.5,4.9,335
2019-01-10,07:00,,1019,96.7,,,48,,,,1,0.3,4.3,338
2019-01-10,08:00,,1019,98.2,,,47,,,,1,0.1,3.5,344
2019-01-10,09:00,,1020,93.1,,,51,,,,6,0.3,3.4,356
2019-01-10,10:00,,1021,89.1,,,56,,,,31,0.3,3.2,358
2019-01-10,11:00,,1022,89.4,,,55,,,,42,0.3,3.5,332
2019-01-10,12:00,,1022,91.2,,,51,,,,45,0.1,3.4,337
2019-01-10,13:00,,1022,89.5,,,51,,,,131,0.5,3.6,333
2019-01-10,14:00,,1022,86.4,,,54,,,,100,0.9,3.4,328
2019-01-10,15:00,,1022,82.9,,,57,,,,63,1.0,3.9,326
2019-01-10,16:00,,1022,80.0,,,59,,,,35,0.6,4.7,323
2019-01-10,17:00,,1023,78.9,,,59,,,,2,0.2,4.8,315
2019-01-10,18:00,,1023,78.4,,,55,,,,1,0.1,3.7,316
2019-01-10,19:00,,1023,82.2,,,37,,,,1,0.2,2.3,300
