Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
30-06-07,13
29-06-07,23
28-06-07,17
27-06-07,15
26-06-07,16
25-06-07,21
24-06-07,11
23-06-07,15
22-06-07,21
21-06-07,33
20-06-07,30
19-06-07,20
18-06-07,19
17-06-07,15
16-06-07,11
15-06-07,22
14-06-07,36
13-06-07,47
12-06-07,32
11-06-07,29
10-06-07,23
09-06-07,30
08-06-07,33
07-06-07,28
06-06-07,35
05-06-07,28
04-06-07,22
03-06-07,16
02-06-07,27
01-06-07,28

