Datum Zeit,Zittau-Ost PM10
,µg/m³
30-06-07,9
29-06-07,11
28-06-07,8
27-06-07,7
26-06-07,5
25-06-07,12
24-06-07,12
23-06-07,10
22-06-07,11
21-06-07,21
20-06-07,17
19-06-07,12
18-06-07,11
17-06-07,11
16-06-07,9
15-06-07,20
14-06-07,21
13-06-07,23
12-06-07,19
11-06-07,20
10-06-07,19
09-06-07,26
08-06-07,23
07-06-07,23
06-06-07,30
05-06-07,24
04-06-07,21
03-06-07,11
02-06-07,21
01-06-07,22

