Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-06-07,15
29-06-07,24
28-06-07,15
27-06-07,15
26-06-07,19
25-06-07,19
24-06-07,14
23-06-07,17
22-06-07,21
21-06-07,27
20-06-07,30
19-06-07,22
18-06-07,16
17-06-07,18
16-06-07,13
15-06-07,18
14-06-07,33
13-06-07,41
12-06-07,35
11-06-07,39
10-06-07,27
09-06-07,35
08-06-07,47
07-06-07,43
06-06-07,40
05-06-07,37
04-06-07,32
03-06-07,20
02-06-07,21
01-06-07,35

