Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-12-02,7.39
30-12-02,
29-12-02,2.42
28-12-02,
27-12-02,12.60
26-12-02,
25-12-02,19.83
24-12-02,
23-12-02,9.97
22-12-02,
21-12-02,2.22
20-12-02,
19-12-02,4.69
18-12-02,
17-12-02,9.07
16-12-02,
15-12-02,21.18
14-12-02,
13-12-02,24.92
12-12-02,
11-12-02,19.38
10-12-02,
09-12-02,18.57
08-12-02,
07-12-02,21.93
06-12-02,
05-12-02,6.17
04-12-02,
03-12-02,6.08
02-12-02,
01-12-02,5.64

