Datum Zeit,Leipzig-Mitte NO
,µg/m³
01-01-03 00:00,15
31-12-02 23:00,13
31-12-02 22:00,14
31-12-02 21:00,18
31-12-02 20:00,14
31-12-02 19:00,20
31-12-02 18:00,20
31-12-02 17:00,35
31-12-02 16:00,36
31-12-02 15:00,33
31-12-02 14:00,56
31-12-02 13:00,60
31-12-02 12:00,58
31-12-02 11:00,49
31-12-02 10:00,39
31-12-02 09:00,21
31-12-02 08:00,9
31-12-02 07:00,11
31-12-02 06:00,16
31-12-02 05:00,16
31-12-02 04:00,10
31-12-02 03:00,12
31-12-02 02:00,10
31-12-02 01:00,19
31-12-02 00:00,35
30-12-02 23:00,32
30-12-02 22:00,49
30-12-02 21:00,62
30-12-02 20:00,104
30-12-02 19:00,106
30-12-02 18:00,108
30-12-02 17:00,144
30-12-02 16:00,125
30-12-02 15:00,
30-12-02 14:00,
30-12-02 13:00,
30-12-02 12:00,
30-12-02 11:00,
30-12-02 10:00,
30-12-02 09:00,
30-12-02 08:00,
30-12-02 07:00,
30-12-02 06:00,
30-12-02 05:00,
30-12-02 04:00,
30-12-02 03:00,
30-12-02 02:00,
30-12-02 01:00,
30-12-02 00:00,
29-12-02 23:00,
29-12-02 22:00,
29-12-02 21:00,
29-12-02 20:00,
29-12-02 19:00,
29-12-02 18:00,
29-12-02 17:00,
29-12-02 16:00,
29-12-02 15:00,
29-12-02 14:00,
29-12-02 13:00,
29-12-02 12:00,
29-12-02 11:00,
29-12-02 10:00,
29-12-02 09:00,
29-12-02 08:00,
29-12-02 07:00,
29-12-02 06:00,
29-12-02 05:00,
29-12-02 04:00,
29-12-02 03:00,
29-12-02 02:00,
29-12-02 01:00,
29-12-02 00:00,
28-12-02 23:00,
28-12-02 22:00,
28-12-02 21:00,
28-12-02 20:00,
28-12-02 19:00,
28-12-02 18:00,
28-12-02 17:00,
28-12-02 16:00,
28-12-02 15:00,
28-12-02 14:00,
28-12-02 13:00,
28-12-02 12:00,
28-12-02 11:00,
28-12-02 10:00,
28-12-02 09:00,
28-12-02 08:00,
28-12-02 07:00,
28-12-02 06:00,
28-12-02 05:00,
28-12-02 04:00,
28-12-02 03:00,
28-12-02 02:00,
28-12-02 01:00,
28-12-02 00:00,
27-12-02 23:00,
27-12-02 22:00,
27-12-02 21:00,
27-12-02 20:00,
27-12-02 19:00,
27-12-02 18:00,
27-12-02 17:00,
27-12-02 16:00,
27-12-02 15:00,
27-12-02 14:00,
27-12-02 13:00,
27-12-02 12:00,
27-12-02 11:00,
27-12-02 10:00,
27-12-02 09:00,
27-12-02 08:00,54
27-12-02 07:00,26
27-12-02 06:00,25
27-12-02 05:00,21
27-12-02 04:00,15
27-12-02 03:00,7
27-12-02 02:00,30
27-12-02 01:00,22
27-12-02 00:00,17
26-12-02 23:00,13
26-12-02 22:00,21
26-12-02 21:00,17
26-12-02 20:00,41
26-12-02 19:00,39
26-12-02 18:00,47
26-12-02 17:00,85
26-12-02 16:00,47
26-12-02 15:00,50
26-12-02 14:00,41
26-12-02 13:00,37
26-12-02 12:00,35
26-12-02 11:00,44
26-12-02 10:00,31
26-12-02 09:00,7
26-12-02 08:00,7
26-12-02 07:00,2
26-12-02 06:00,6
26-12-02 05:00,14
26-12-02 04:00,12
26-12-02 03:00,21
26-12-02 02:00,21
26-12-02 01:00,26
26-12-02 00:00,17
