Datum Zeit,Radebeul-Wahnsdorf NO2
,µg/m³
01-01-03 00:00,20
31-12-02 23:00,16
31-12-02 22:00,14
31-12-02 21:00,13
31-12-02 20:00,16
31-12-02 19:00,14
31-12-02 18:00,11
31-12-02 17:00,11
31-12-02 16:00,15
31-12-02 15:00,11
31-12-02 14:00,11
31-12-02 13:00,13
31-12-02 12:00,10
31-12-02 11:00,7
31-12-02 10:00,8
31-12-02 09:00,9
31-12-02 08:00,10
31-12-02 07:00,7
31-12-02 06:00,8
31-12-02 05:00,9
31-12-02 04:00,9
31-12-02 03:00,8
31-12-02 02:00,9
31-12-02 01:00,9
31-12-02 00:00,10
30-12-02 23:00,10
30-12-02 22:00,14
30-12-02 21:00,18
30-12-02 20:00,31
30-12-02 19:00,50
30-12-02 18:00,33
30-12-02 17:00,38
30-12-02 16:00,28
30-12-02 15:00,20
30-12-02 14:00,18
30-12-02 13:00,16
30-12-02 12:00,14
30-12-02 11:00,15
30-12-02 10:00,26
30-12-02 09:00,44
30-12-02 08:00,43
30-12-02 07:00,42
30-12-02 06:00,43
30-12-02 05:00,24
30-12-02 04:00,27
30-12-02 03:00,26
30-12-02 02:00,18
30-12-02 01:00,17
30-12-02 00:00,11
29-12-02 23:00,12
29-12-02 22:00,17
29-12-02 21:00,19
29-12-02 20:00,18
29-12-02 19:00,15
29-12-02 18:00,15
29-12-02 17:00,16
29-12-02 16:00,17
29-12-02 15:00,14
29-12-02 14:00,13
29-12-02 13:00,14
29-12-02 12:00,14
29-12-02 11:00,15
29-12-02 10:00,18
29-12-02 09:00,21
29-12-02 08:00,18
29-12-02 07:00,17
29-12-02 06:00,19
29-12-02 05:00,21
29-12-02 04:00,27
29-12-02 03:00,34
29-12-02 02:00,36
29-12-02 01:00,38
29-12-02 00:00,46
28-12-02 23:00,47
28-12-02 22:00,48
28-12-02 21:00,49
28-12-02 20:00,48
28-12-02 19:00,46
28-12-02 18:00,42
28-12-02 17:00,42
28-12-02 16:00,35
28-12-02 15:00,31
28-12-02 14:00,29
28-12-02 13:00,26
28-12-02 12:00,24
28-12-02 11:00,25
28-12-02 10:00,32
28-12-02 09:00,27
28-12-02 08:00,25
28-12-02 07:00,22
28-12-02 06:00,21
28-12-02 05:00,23
28-12-02 04:00,21
28-12-02 03:00,21
28-12-02 02:00,23
28-12-02 01:00,22
28-12-02 00:00,23
27-12-02 23:00,24
27-12-02 22:00,26
27-12-02 21:00,30
27-12-02 20:00,30
27-12-02 19:00,34
27-12-02 18:00,38
27-12-02 17:00,37
27-12-02 16:00,35
27-12-02 15:00,32
27-12-02 14:00,30
27-12-02 13:00,26
27-12-02 12:00,25
