Datum Zeit,Collmberg SO2
,µg/m³
01-01-03 00:00,9.6
31-12-02 23:00,8.4
31-12-02 22:00,8.1
31-12-02 21:00,8.0
31-12-02 20:00,8.1
31-12-02 19:00,7.3
31-12-02 18:00,7.0
31-12-02 17:00,6.0
31-12-02 16:00,5.2
31-12-02 15:00,5.3
31-12-02 14:00,4.9
31-12-02 13:00,3.6
31-12-02 12:00,3.0
31-12-02 11:00,2.6
31-12-02 10:00,4.7
31-12-02 09:00,5.6
31-12-02 08:00,3.2
31-12-02 07:00,1.8
31-12-02 06:00,2.7
31-12-02 05:00,4.5
31-12-02 04:00,4.4
31-12-02 03:00,4.3
31-12-02 02:00,4.4
31-12-02 01:00,3.7
31-12-02 00:00,3.1
30-12-02 23:00,2.8
30-12-02 22:00,2.1
30-12-02 21:00,2.7
30-12-02 20:00,2.9
30-12-02 19:00,2.4
30-12-02 18:00,1.2
30-12-02 17:00,1.0
30-12-02 16:00,1.0
30-12-02 15:00,1.0
30-12-02 14:00,1.0
30-12-02 13:00,1.0
30-12-02 12:00,1.0
30-12-02 11:00,1.0
30-12-02 10:00,1.0
30-12-02 09:00,1.0
30-12-02 08:00,1.0
30-12-02 07:00,1.1
30-12-02 06:00,1.0
30-12-02 05:00,1.0
30-12-02 04:00,1.0
30-12-02 03:00,1.0
30-12-02 02:00,1.0
30-12-02 01:00,1.0
30-12-02 00:00,1.0
29-12-02 23:00,1.0
29-12-02 22:00,1.0
29-12-02 21:00,1.0
29-12-02 20:00,1.1
29-12-02 19:00,1.0
29-12-02 18:00,1.1
29-12-02 17:00,1.1
29-12-02 16:00,1.3
29-12-02 15:00,1.9
29-12-02 14:00,2.4
29-12-02 13:00,2.4
29-12-02 12:00,2.8
29-12-02 11:00,4.3
29-12-02 10:00,4.5
29-12-02 09:00,3.2
29-12-02 08:00,3.6
29-12-02 07:00,2.9
29-12-02 06:00,2.9
29-12-02 05:00,2.9
29-12-02 04:00,2.8
29-12-02 03:00,2.7
29-12-02 02:00,2.5
29-12-02 01:00,2.6
29-12-02 00:00,3.5
28-12-02 23:00,3.9
28-12-02 22:00,4.4
28-12-02 21:00,4.4
28-12-02 20:00,5.0
28-12-02 19:00,4.6
28-12-02 18:00,5.4
28-12-02 17:00,6.9
28-12-02 16:00,7.5
28-12-02 15:00,8.6
28-12-02 14:00,10.2
28-12-02 13:00,14.1
28-12-02 12:00,17.3
28-12-02 11:00,17.2
28-12-02 10:00,16.8
28-12-02 09:00,12.2
28-12-02 08:00,11.4
28-12-02 07:00,14.5
28-12-02 06:00,17.6
28-12-02 05:00,18.6
28-12-02 04:00,18.1
28-12-02 03:00,16.1
28-12-02 02:00,14.6
28-12-02 01:00,12.7
28-12-02 00:00,11.0
27-12-02 23:00,12.2
27-12-02 22:00,14.6
27-12-02 21:00,12.1
27-12-02 20:00,10.1
27-12-02 19:00,9.2
27-12-02 18:00,6.6
27-12-02 17:00,6.0
27-12-02 16:00,5.6
27-12-02 15:00,5.6
27-12-02 14:00,6.3
27-12-02 13:00,8.4
27-12-02 12:00,6.4
27-12-02 11:00,4.2
27-12-02 10:00,4.5
27-12-02 09:00,3.5
27-12-02 08:00,2.4
27-12-02 07:00,1.7
27-12-02 06:00,1.3
27-12-02 05:00,1.2
27-12-02 04:00,1.2
27-12-02 03:00,1.3
27-12-02 02:00,1.2
27-12-02 01:00,1.3
27-12-02 00:00,1.5
26-12-02 23:00,1.7
26-12-02 22:00,3.3
26-12-02 21:00,8.8
26-12-02 20:00,11.6
26-12-02 19:00,15.4
26-12-02 18:00,18.8
26-12-02 17:00,11.4
26-12-02 16:00,10.5
26-12-02 15:00,10.8
26-12-02 14:00,7.0
26-12-02 13:00,8.4
26-12-02 12:00,14.1
26-12-02 11:00,15.0
26-12-02 10:00,14.3
26-12-02 09:00,15.0
26-12-02 08:00,8.8
26-12-02 07:00,3.8
26-12-02 06:00,4.1
26-12-02 05:00,4.8
26-12-02 04:00,6.9
26-12-02 03:00,6.2
26-12-02 02:00,8.4
26-12-02 01:00,11.3
26-12-02 00:00,14.9
25-12-02 23:00,15.9
25-12-02 22:00,14.7
25-12-02 21:00,16.4
25-12-02 20:00,18.9
25-12-02 19:00,18.7
25-12-02 18:00,19.4
25-12-02 17:00,17.9
25-12-02 16:00,16.2
25-12-02 15:00,14.2
25-12-02 14:00,13.3
25-12-02 13:00,18.7
25-12-02 12:00,20.6
25-12-02 11:00,19.4
25-12-02 10:00,16.3
25-12-02 09:00,15.0
25-12-02 08:00,15.7
25-12-02 07:00,14.2
25-12-02 06:00,13.7
25-12-02 05:00,13.6
25-12-02 04:00,14.5
25-12-02 03:00,14.3
25-12-02 02:00,15.1
25-12-02 01:00,16.3
25-12-02 00:00,16.2
24-12-02 23:00,16.5
24-12-02 22:00,16.4
24-12-02 21:00,16.8
24-12-02 20:00,16.4
24-12-02 19:00,16.6
24-12-02 18:00,16.8
24-12-02 17:00,16.1
24-12-02 16:00,14.7
24-12-02 15:00,14.8
24-12-02 14:00,14.3
24-12-02 13:00,13.5
24-12-02 12:00,12.5
24-12-02 11:00,10.7
24-12-02 10:00,9.8
24-12-02 09:00,9.0
24-12-02 08:00,9.5
24-12-02 07:00,9.9
24-12-02 06:00,9.8
24-12-02 05:00,10.0
24-12-02 04:00,11.1
24-12-02 03:00,12.2
24-12-02 02:00,11.7
24-12-02 01:00,12.1
24-12-02 00:00,12.9
23-12-02 23:00,14.0
23-12-02 22:00,13.6
23-12-02 21:00,13.7
23-12-02 20:00,11.6
23-12-02 19:00,14.8
23-12-02 18:00,14.5
23-12-02 17:00,11.6
23-12-02 16:00,9.9
23-12-02 15:00,10.0
23-12-02 14:00,12.2
23-12-02 13:00,12.8
23-12-02 12:00,12.7
23-12-02 11:00,14.2
23-12-02 10:00,18.4
23-12-02 09:00,22.3
23-12-02 08:00,24.2
23-12-02 07:00,23.2
23-12-02 06:00,22.7
23-12-02 05:00,19.7
23-12-02 04:00,12.7
23-12-02 03:00,6.3
23-12-02 02:00,4.6
23-12-02 01:00,4.6
23-12-02 00:00,4.5
22-12-02 23:00,4.8
22-12-02 22:00,5.4
22-12-02 21:00,5.7
22-12-02 20:00,6.7
22-12-02 19:00,9.8
22-12-02 18:00,12.9
22-12-02 17:00,12.5
22-12-02 16:00,12.0
22-12-02 15:00,11.6
22-12-02 14:00,8.8
22-12-02 13:00,8.8
22-12-02 12:00,4.4
22-12-02 11:00,4.4
22-12-02 10:00,4.3
22-12-02 09:00,3.1
22-12-02 08:00,3.8
22-12-02 07:00,3.3
22-12-02 06:00,3.8
22-12-02 05:00,4.7
22-12-02 04:00,4.9
22-12-02 03:00,4.9
22-12-02 02:00,4.3
22-12-02 01:00,4.5
22-12-02 00:00,4.5
21-12-02 23:00,4.5
21-12-02 22:00,3.7
21-12-02 21:00,3.9
21-12-02 20:00,5.4
21-12-02 19:00,5.8
21-12-02 18:00,5.7
21-12-02 17:00,6.2
21-12-02 16:00,8.0
21-12-02 15:00,6.1
21-12-02 14:00,7.2
21-12-02 13:00,7.8
21-12-02 12:00,5.2
21-12-02 11:00,5.1
21-12-02 10:00,5.8
21-12-02 09:00,7.2
21-12-02 08:00,5.9
21-12-02 07:00,5.0
21-12-02 06:00,4.5
21-12-02 05:00,7.5
21-12-02 04:00,4.3
21-12-02 03:00,7.9
21-12-02 02:00,14.8
21-12-02 01:00,6.6
21-12-02 00:00,2.8
20-12-02 23:00,2.8
20-12-02 22:00,3.0
20-12-02 21:00,2.2
20-12-02 20:00,2.0
20-12-02 19:00,1.7
20-12-02 18:00,1.5
20-12-02 17:00,1.6
20-12-02 16:00,1.7
20-12-02 15:00,1.7
20-12-02 14:00,1.8
20-12-02 13:00,2.2
20-12-02 12:00,3.8
20-12-02 11:00,5.0
20-12-02 10:00,7.5
20-12-02 09:00,7.4
20-12-02 08:00,6.0
20-12-02 07:00,5.2
20-12-02 06:00,4.5
20-12-02 05:00,5.3
20-12-02 04:00,6.6
20-12-02 03:00,7.8
20-12-02 02:00,8.0
20-12-02 01:00,12.5
20-12-02 00:00,24.0
19-12-02 23:00,21.5
19-12-02 22:00,2.1
19-12-02 21:00,2.0
19-12-02 20:00,1.8
19-12-02 19:00,1.1
19-12-02 18:00,1.0
19-12-02 17:00,1.0
19-12-02 16:00,1.0
19-12-02 15:00,1.0
19-12-02 14:00,1.0
19-12-02 13:00,1.0
19-12-02 12:00,1.0
19-12-02 11:00,1.0
19-12-02 10:00,1.0
19-12-02 09:00,1.0
19-12-02 08:00,1.0
19-12-02 07:00,1.0
19-12-02 06:00,1.0
19-12-02 05:00,1.0
19-12-02 04:00,1.0
19-12-02 03:00,1.0
19-12-02 02:00,1.0
19-12-02 01:00,1.5
19-12-02 00:00,2.6
18-12-02 23:00,3.3
18-12-02 22:00,3.7
18-12-02 21:00,4.0
18-12-02 20:00,6.3
18-12-02 19:00,7.2
18-12-02 18:00,4.5
18-12-02 17:00,4.3
18-12-02 16:00,9.8
18-12-02 15:00,4.9
18-12-02 14:00,2.5
18-12-02 13:00,2.0
18-12-02 12:00,1.5
18-12-02 11:00,1.3
18-12-02 10:00,1.7
18-12-02 09:00,1.7
18-12-02 08:00,1.6
18-12-02 07:00,1.4
18-12-02 06:00,1.1
18-12-02 05:00,1.6
18-12-02 04:00,2.0
18-12-02 03:00,2.0
18-12-02 02:00,2.6
18-12-02 01:00,3.2
18-12-02 00:00,4.6
17-12-02 23:00,4.2
17-12-02 22:00,4.6
17-12-02 21:00,5.8
17-12-02 20:00,6.3
17-12-02 19:00,6.8
17-12-02 18:00,6.5
17-12-02 17:00,4.2
17-12-02 16:00,3.0
17-12-02 15:00,2.1
17-12-02 14:00,2.5
17-12-02 13:00,2.9
17-12-02 12:00,3.7
17-12-02 11:00,3.1
17-12-02 10:00,2.4
17-12-02 09:00,3.2
17-12-02 08:00,3.1
17-12-02 07:00,2.0
17-12-02 06:00,1.9
17-12-02 05:00,2.0
17-12-02 04:00,2.1
17-12-02 03:00,2.6
17-12-02 02:00,2.9
17-12-02 01:00,3.1
17-12-02 00:00,3.2
16-12-02 23:00,3.2
16-12-02 22:00,3.3
16-12-02 21:00,3.6
16-12-02 20:00,3.6
16-12-02 19:00,3.7
16-12-02 18:00,3.9
16-12-02 17:00,4.2
16-12-02 16:00,4.1
16-12-02 15:00,4.7
16-12-02 14:00,6.3
16-12-02 13:00,9.2
16-12-02 12:00,12.2
16-12-02 11:00,15.6
16-12-02 10:00,17.2
16-12-02 09:00,18.1
16-12-02 08:00,17.2
16-12-02 07:00,15.9
16-12-02 06:00,14.7
16-12-02 05:00,15.1
16-12-02 04:00,16.3
16-12-02 03:00,16.3
16-12-02 02:00,16.0
16-12-02 01:00,16.2
16-12-02 00:00,16.9
15-12-02 23:00,16.4
15-12-02 22:00,15.2
15-12-02 21:00,16.4
15-12-02 20:00,18.2
15-12-02 19:00,20.0
15-12-02 18:00,20.8
15-12-02 17:00,21.1
15-12-02 16:00,21.8
15-12-02 15:00,22.2
15-12-02 14:00,23.1
15-12-02 13:00,23.1
15-12-02 12:00,23.9
15-12-02 11:00,24.3
15-12-02 10:00,23.3
15-12-02 09:00,24.6
15-12-02 08:00,25.6
15-12-02 07:00,26.2
15-12-02 06:00,25.4
15-12-02 05:00,24.1
15-12-02 04:00,22.2
15-12-02 03:00,21.7
15-12-02 02:00,22.8
15-12-02 01:00,23.3
15-12-02 00:00,22.3
14-12-02 23:00,22.3
14-12-02 22:00,21.8
14-12-02 21:00,18.3
14-12-02 20:00,17.5
14-12-02 19:00,19.5
14-12-02 18:00,22.4
14-12-02 17:00,22.9
14-12-02 16:00,15.6
14-12-02 15:00,16.3
14-12-02 14:00,20.0
14-12-02 13:00,19.5
14-12-02 12:00,16.6
14-12-02 11:00,16.9
14-12-02 10:00,16.7
14-12-02 09:00,15.3
14-12-02 08:00,14.8
14-12-02 07:00,16.0
14-12-02 06:00,15.7
14-12-02 05:00,16.5
14-12-02 04:00,18.0
14-12-02 03:00,24.9
14-12-02 02:00,25.4
14-12-02 01:00,26.0
14-12-02 00:00,27.1
13-12-02 23:00,22.6
13-12-02 22:00,20.9
13-12-02 21:00,16.9
13-12-02 20:00,13.2
13-12-02 19:00,13.2
13-12-02 18:00,12.8
13-12-02 17:00,9.9
13-12-02 16:00,11.5
13-12-02 15:00,15.3
13-12-02 14:00,18.6
13-12-02 13:00,16.4
13-12-02 12:00,15.1
13-12-02 11:00,19.9
13-12-02 10:00,19.8
13-12-02 09:00,23.2
13-12-02 08:00,23.4
13-12-02 07:00,23.8
13-12-02 06:00,20.7
13-12-02 05:00,18.8
13-12-02 04:00,19.5
13-12-02 03:00,21.3
13-12-02 02:00,23.6
13-12-02 01:00,21.9
13-12-02 00:00,20.2
12-12-02 23:00,20.9
12-12-02 22:00,17.4
12-12-02 21:00,18.1
12-12-02 20:00,18.5
12-12-02 19:00,21.2
12-12-02 18:00,17.0
12-12-02 17:00,17.2
12-12-02 16:00,19.9
12-12-02 15:00,15.9
12-12-02 14:00,14.4
12-12-02 13:00,16.6
12-12-02 12:00,17.2
12-12-02 11:00,14.0
12-12-02 10:00,13.6
12-12-02 09:00,14.7
12-12-02 08:00,17.3
12-12-02 07:00,19.0
12-12-02 06:00,19.9
12-12-02 05:00,19.8
12-12-02 04:00,20.4
12-12-02 03:00,20.8
12-12-02 02:00,21.3
12-12-02 01:00,19.7
12-12-02 00:00,19.8
11-12-02 23:00,21.3
11-12-02 22:00,19.9
11-12-02 21:00,22.2
11-12-02 20:00,24.1
11-12-02 19:00,26.1
11-12-02 18:00,23.3
11-12-02 17:00,19.7
11-12-02 16:00,20.1
11-12-02 15:00,18.3
11-12-02 14:00,19.5
11-12-02 13:00,20.0
11-12-02 12:00,17.3
11-12-02 11:00,16.4
11-12-02 10:00,16.3
11-12-02 09:00,16.3
11-12-02 08:00,18.5
11-12-02 07:00,19.5
11-12-02 06:00,20.3
11-12-02 05:00,19.6
11-12-02 04:00,18.5
11-12-02 03:00,17.3
11-12-02 02:00,17.8
11-12-02 01:00,20.2
11-12-02 00:00,19.8
10-12-02 23:00,18.9
10-12-02 22:00,17.2
10-12-02 21:00,17.5
10-12-02 20:00,19.4
10-12-02 19:00,21.6
10-12-02 18:00,18.6
10-12-02 17:00,15.7
10-12-02 16:00,11.9
10-12-02 15:00,10.6
10-12-02 14:00,11.4
10-12-02 13:00,12.2
10-12-02 12:00,12.9
10-12-02 11:00,13.3
10-12-02 10:00,12.9
10-12-02 09:00,13.1
10-12-02 08:00,13.5
10-12-02 07:00,12.9
10-12-02 06:00,12.2
10-12-02 05:00,12.1
10-12-02 04:00,11.8
10-12-02 03:00,11.9
10-12-02 02:00,12.2
10-12-02 01:00,13.4
10-12-02 00:00,14.2
09-12-02 23:00,12.0
09-12-02 22:00,11.6
09-12-02 21:00,11.7
09-12-02 20:00,11.3
09-12-02 19:00,10.1
09-12-02 18:00,10.2
09-12-02 17:00,10.0
09-12-02 16:00,9.6
09-12-02 15:00,7.6
09-12-02 14:00,10.4
09-12-02 13:00,8.5
09-12-02 12:00,8.6
09-12-02 11:00,8.7
09-12-02 10:00,8.6
09-12-02 09:00,14.0
09-12-02 08:00,18.7
09-12-02 07:00,21.4
