Datum Zeit,Dresden-Bergstraße O3
,µg/m³
01-05-18 00:00,
30-04-18 23:00,
30-04-18 22:00,
30-04-18 21:00,
30-04-18 20:00,
30-04-18 19:00,
30-04-18 18:00,
30-04-18 17:00,
30-04-18 16:00,
30-04-18 15:00,
30-04-18 14:00,
30-04-18 13:00,
30-04-18 12:00,
30-04-18 11:00,
30-04-18 10:00,
30-04-18 09:00,
30-04-18 08:00,
30-04-18 07:00,
30-04-18 06:00,
30-04-18 05:00,
30-04-18 04:00,
30-04-18 03:00,
30-04-18 02:00,
30-04-18 01:00,
30-04-18 00:00,
29-04-18 23:00,
29-04-18 22:00,
29-04-18 21:00,
29-04-18 20:00,
29-04-18 19:00,
29-04-18 18:00,
29-04-18 17:00,
29-04-18 16:00,
29-04-18 15:00,
29-04-18 14:00,
29-04-18 13:00,
29-04-18 12:00,
29-04-18 11:00,
29-04-18 10:00,
29-04-18 09:00,
29-04-18 08:00,
29-04-18 07:00,
29-04-18 06:00,
29-04-18 05:00,
29-04-18 04:00,
29-04-18 03:00,
29-04-18 02:00,
29-04-18 01:00,
29-04-18 00:00,
28-04-18 23:00,
28-04-18 22:00,
28-04-18 21:00,
28-04-18 20:00,
28-04-18 19:00,
28-04-18 18:00,
28-04-18 17:00,
28-04-18 16:00,
28-04-18 15:00,
28-04-18 14:00,
28-04-18 13:00,
28-04-18 12:00,
28-04-18 11:00,
28-04-18 10:00,
28-04-18 09:00,
28-04-18 08:00,
28-04-18 07:00,
28-04-18 06:00,
28-04-18 05:00,
28-04-18 04:00,
28-04-18 03:00,
28-04-18 02:00,
28-04-18 01:00,
28-04-18 00:00,
27-04-18 23:00,
27-04-18 22:00,
27-04-18 21:00,
27-04-18 20:00,
27-04-18 19:00,
27-04-18 18:00,
27-04-18 17:00,
27-04-18 16:00,
27-04-18 15:00,
27-04-18 14:00,
27-04-18 13:00,
27-04-18 12:00,
27-04-18 11:00,
27-04-18 10:00,
27-04-18 09:00,
27-04-18 08:00,
27-04-18 07:00,
27-04-18 06:00,
27-04-18 05:00,
27-04-18 04:00,
27-04-18 03:00,
27-04-18 02:00,
27-04-18 01:00,
27-04-18 00:00,
26-04-18 23:00,
26-04-18 22:00,
26-04-18 21:00,
26-04-18 20:00,
26-04-18 19:00,
26-04-18 18:00,
26-04-18 17:00,
26-04-18 16:00,
26-04-18 15:00,
26-04-18 14:00,
26-04-18 13:00,
26-04-18 12:00,
26-04-18 11:00,
26-04-18 10:00,
26-04-18 09:00,
26-04-18 08:00,
26-04-18 07:00,
26-04-18 06:00,
26-04-18 05:00,
26-04-18 04:00,52
26-04-18 03:00,49
26-04-18 02:00,45
26-04-18 01:00,33
26-04-18 00:00,32
25-04-18 23:00,32
25-04-18 22:00,28
25-04-18 21:00,32
25-04-18 20:00,34
25-04-18 19:00,48
25-04-18 18:00,52
25-04-18 17:00,54
25-04-18 16:00,57
25-04-18 15:00,64
25-04-18 14:00,76
25-04-18 13:00,76
25-04-18 12:00,80
25-04-18 11:00,79
25-04-18 10:00,77
25-04-18 09:00,65
25-04-18 08:00,56
25-04-18 07:00,49
25-04-18 06:00,53
25-04-18 05:00,37
25-04-18 04:00,37
25-04-18 03:00,24
25-04-18 02:00,32
25-04-18 01:00,18
25-04-18 00:00,23
24-04-18 23:00,10
24-04-18 22:00,7
24-04-18 21:00,18
24-04-18 20:00,34
24-04-18 19:00,40
24-04-18 18:00,48
24-04-18 17:00,63
24-04-18 16:00,69
24-04-18 15:00,76
24-04-18 14:00,82
24-04-18 13:00,78
24-04-18 12:00,71
24-04-18 11:00,62
24-04-18 10:00,52
24-04-18 09:00,39
24-04-18 08:00,20
24-04-18 07:00,7
24-04-18 06:00,4
24-04-18 05:00,19
24-04-18 04:00,27
24-04-18 03:00,35
24-04-18 02:00,35
24-04-18 01:00,35
24-04-18 00:00,38
23-04-18 23:00,32
23-04-18 22:00,29
23-04-18 21:00,44
23-04-18 20:00,26
23-04-18 19:00,39
23-04-18 18:00,40
23-04-18 17:00,62
23-04-18 16:00,58
23-04-18 15:00,54
23-04-18 14:00,52
23-04-18 13:00,61
23-04-18 12:00,56
23-04-18 11:00,45
23-04-18 10:00,55
23-04-18 09:00,52
23-04-18 08:00,18
23-04-18 07:00,5
23-04-18 06:00,6
23-04-18 05:00,20
23-04-18 04:00,55
23-04-18 03:00,70
23-04-18 02:00,75
23-04-18 01:00,72
23-04-18 00:00,71
22-04-18 23:00,74
22-04-18 22:00,73
22-04-18 21:00,66
22-04-18 20:00,75
22-04-18 19:00,89
22-04-18 18:00,103
22-04-18 17:00,113
22-04-18 16:00,110
22-04-18 15:00,120
22-04-18 14:00,111
22-04-18 13:00,108
22-04-18 12:00,105
22-04-18 11:00,93
22-04-18 10:00,70
22-04-18 09:00,49
22-04-18 08:00,36
22-04-18 07:00,28
22-04-18 06:00,12
22-04-18 05:00,8
22-04-18 04:00,10
22-04-18 03:00,17
22-04-18 02:00,28
22-04-18 01:00,38
22-04-18 00:00,43
21-04-18 23:00,43
21-04-18 22:00,52
21-04-18 21:00,56
21-04-18 20:00,90
21-04-18 19:00,109
21-04-18 18:00,121
21-04-18 17:00,121
21-04-18 16:00,122
21-04-18 15:00,131
21-04-18 14:00,128
21-04-18 13:00,123
21-04-18 12:00,117
21-04-18 11:00,95
21-04-18 10:00,60
21-04-18 09:00,28
21-04-18 08:00,20
21-04-18 07:00,16
21-04-18 06:00,6
21-04-18 05:00,7
21-04-18 04:00,17
21-04-18 03:00,25
21-04-18 02:00,27
21-04-18 01:00,26
21-04-18 00:00,30
20-04-18 23:00,31
20-04-18 22:00,24
20-04-18 21:00,6
20-04-18 20:00,21
20-04-18 19:00,58
20-04-18 18:00,75
20-04-18 17:00,95
20-04-18 16:00,79
20-04-18 15:00,77
20-04-18 14:00,73
20-04-18 13:00,66
20-04-18 12:00,65
20-04-18 11:00,48
20-04-18 10:00,42
20-04-18 09:00,27
20-04-18 08:00,26
20-04-18 07:00,25
20-04-18 06:00,18
20-04-18 05:00,15
20-04-18 04:00,22
20-04-18 03:00,3
20-04-18 02:00,4
20-04-18 01:00,5
20-04-18 00:00,3
19-04-18 23:00,7
19-04-18 22:00,3
19-04-18 21:00,11
19-04-18 20:00,23
19-04-18 19:00,78
19-04-18 18:00,89
19-04-18 17:00,87
19-04-18 16:00,84
19-04-18 15:00,89
19-04-18 14:00,93
19-04-18 13:00,100
19-04-18 12:00,105
19-04-18 11:00,70
19-04-18 10:00,37
19-04-18 09:00,19
19-04-18 08:00,16
19-04-18 07:00,8
19-04-18 06:00,3
19-04-18 05:00,4
19-04-18 04:00,11
19-04-18 03:00,6
19-04-18 02:00,5
19-04-18 01:00,4
19-04-18 00:00,5
18-04-18 23:00,7
18-04-18 22:00,10
18-04-18 21:00,25
18-04-18 20:00,46
18-04-18 19:00,88
18-04-18 18:00,101
18-04-18 17:00,91
18-04-18 16:00,81
18-04-18 15:00,82
18-04-18 14:00,84
18-04-18 13:00,87
18-04-18 12:00,81
18-04-18 11:00,63
18-04-18 10:00,40
18-04-18 09:00,23
18-04-18 08:00,15
18-04-18 07:00,8
18-04-18 06:00,4
18-04-18 05:00,14
18-04-18 04:00,17
18-04-18 03:00,15
18-04-18 02:00,6
18-04-18 01:00,3
18-04-18 00:00,2
17-04-18 23:00,3
17-04-18 22:00,5
17-04-18 21:00,17
17-04-18 20:00,32
17-04-18 19:00,60
17-04-18 18:00,58
17-04-18 17:00,61
17-04-18 16:00,54
17-04-18 15:00,48
17-04-18 14:00,46
17-04-18 13:00,49
17-04-18 12:00,36
17-04-18 11:00,35
17-04-18 10:00,42
17-04-18 09:00,37
17-04-18 08:00,27
17-04-18 07:00,25
17-04-18 06:00,22
17-04-18 05:00,29
17-04-18 04:00,41
17-04-18 03:00,44
17-04-18 02:00,59
17-04-18 01:00,50
17-04-18 00:00,64
16-04-18 23:00,56
16-04-18 22:00,55
16-04-18 21:00,41
16-04-18 20:00,45
16-04-18 19:00,65
16-04-18 18:00,65
16-04-18 17:00,60
16-04-18 16:00,50
16-04-18 15:00,46
16-04-18 14:00,44
16-04-18 13:00,48
16-04-18 12:00,36
16-04-18 11:00,24
16-04-18 10:00,19
16-04-18 09:00,6
16-04-18 08:00,18
16-04-18 07:00,37
16-04-18 06:00,23
16-04-18 05:00,21
16-04-18 04:00,15
16-04-18 03:00,14
16-04-18 02:00,15
16-04-18 01:00,18
16-04-18 00:00,18
15-04-18 23:00,19
15-04-18 22:00,8
15-04-18 21:00,9
15-04-18 20:00,37
15-04-18 19:00,42
15-04-18 18:00,71
15-04-18 17:00,89
15-04-18 16:00,91
15-04-18 15:00,95
15-04-18 14:00,94
15-04-18 13:00,93
15-04-18 12:00,88
15-04-18 11:00,86
15-04-18 10:00,70
15-04-18 09:00,63
15-04-18 08:00,62
15-04-18 07:00,54
15-04-18 06:00,54
15-04-18 05:00,63
15-04-18 04:00,61
15-04-18 03:00,47
15-04-18 02:00,31
15-04-18 01:00,6
15-04-18 00:00,8
14-04-18 23:00,7
14-04-18 22:00,16
14-04-18 21:00,5
14-04-18 20:00,15
14-04-18 19:00,87
14-04-18 18:00,88
14-04-18 17:00,89
14-04-18 16:00,88
14-04-18 15:00,79
14-04-18 14:00,91
14-04-18 13:00,91
14-04-18 12:00,88
14-04-18 11:00,84
14-04-18 10:00,81
14-04-18 09:00,72
14-04-18 08:00,77
14-04-18 07:00,84
14-04-18 06:00,85
14-04-18 05:00,88
14-04-18 04:00,87
14-04-18 03:00,85
14-04-18 02:00,83
14-04-18 01:00,80
14-04-18 00:00,77
13-04-18 23:00,78
13-04-18 22:00,46
13-04-18 21:00,49
13-04-18 20:00,72
13-04-18 19:00,62
13-04-18 18:00,59
13-04-18 17:00,33
13-04-18 16:00,45
13-04-18 15:00,46
13-04-18 14:00,54
13-04-18 13:00,61
13-04-18 12:00,58
13-04-18 11:00,68
13-04-18 10:00,63
13-04-18 09:00,68
13-04-18 08:00,58
13-04-18 07:00,35
13-04-18 06:00,39
13-04-18 05:00,63
13-04-18 04:00,75
13-04-18 03:00,79
13-04-18 02:00,79
13-04-18 01:00,81
13-04-18 00:00,82
12-04-18 23:00,81
12-04-18 22:00,82
12-04-18 21:00,81
12-04-18 20:00,83
12-04-18 19:00,84
12-04-18 18:00,69
12-04-18 17:00,88
12-04-18 16:00,84
12-04-18 15:00,90
12-04-18 14:00,100
12-04-18 13:00,97
12-04-18 12:00,90
12-04-18 11:00,77
12-04-18 10:00,64
12-04-18 09:00,53
12-04-18 08:00,36
12-04-18 07:00,41
12-04-18 06:00,22
12-04-18 05:00,14
12-04-18 04:00,29
12-04-18 03:00,33
12-04-18 02:00,46
12-04-18 01:00,66
12-04-18 00:00,66
11-04-18 23:00,71
11-04-18 22:00,49
11-04-18 21:00,79
11-04-18 20:00,72
11-04-18 19:00,72
11-04-18 18:00,86
11-04-18 17:00,86
11-04-18 16:00,83
11-04-18 15:00,82
11-04-18 14:00,82
11-04-18 13:00,75
11-04-18 12:00,69
11-04-18 11:00,68
11-04-18 10:00,54
11-04-18 09:00,22
11-04-18 08:00,12
