Datum Zeit,Freiberg PM10_HVS
,µg/m³
30-04-18,
29-04-18,
28-04-18,
27-04-18,
26-04-18,
25-04-18,
24-04-18,
23-04-18,
22-04-18,
21-04-18,
20-04-18,
19-04-18,
18-04-18,
17-04-18,27.06
16-04-18,19.10
15-04-18,19.54
14-04-18,12.38
13-04-18,26.82
12-04-18,25.83
11-04-18,21.01
10-04-18,22.39
09-04-18,29.20
08-04-18,23.49
07-04-18,16.70
06-04-18,15.68
05-04-18,9.03
04-04-18,27.07
03-04-18,14.59
02-04-18,17.34
01-04-18,21.06

