Datum Zeit,Glauchau PM10
,µg/m³
31-05-14,12
30-05-14,12
29-05-14,5
28-05-14,5
27-05-14,19
26-05-14,12
25-05-14,9
24-05-14,12
23-05-14,14
22-05-14,20
21-05-14,15
20-05-14,15
19-05-14,11
18-05-14,8
17-05-14,13
16-05-14,10
15-05-14,16
14-05-14,10
13-05-14,7
12-05-14,7
11-05-14,5
10-05-14,9
09-05-14,7
08-05-14,12
07-05-14,10
06-05-14,21
05-05-14,19
04-05-14,15
03-05-14,14
02-05-14,14
01-05-14,104

