Datum Zeit,Leipzig-West PM10
,µg/m³
31-05-14,11
30-05-14,10
29-05-14,5
28-05-14,3
27-05-14,17
26-05-14,16
25-05-14,11
24-05-14,11
23-05-14,13
22-05-14,21
21-05-14,16
20-05-14,16
19-05-14,11
18-05-14,8
17-05-14,12
16-05-14,8
15-05-14,12
14-05-14,10
13-05-14,8
12-05-14,7
11-05-14,5
10-05-14,8
09-05-14,7
08-05-14,12
07-05-14,10
06-05-14,17
05-05-14,18
04-05-14,12
03-05-14,10
02-05-14,9
01-05-14,25

