Datum Zeit,Carlsfeld PM10
,µg/m³
31-05-14,8
30-05-14,6
29-05-14,1
28-05-14,1
27-05-14,7
26-05-14,10
25-05-14,6
24-05-14,9
23-05-14,17
22-05-14,
21-05-14,
20-05-14,10
19-05-14,8
18-05-14,4
17-05-14,9
16-05-14,10
15-05-14,10
14-05-14,6
13-05-14,5
12-05-14,9
11-05-14,8
10-05-14,14
09-05-14,5
08-05-14,10
07-05-14,6
06-05-14,18
05-05-14,15
04-05-14,12
03-05-14,6
02-05-14,3
01-05-14,22

