Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-05-14,17
30-05-14,18
29-05-14,11
28-05-14,14
27-05-14,26
26-05-14,27
25-05-14,13
24-05-14,22
23-05-14,32
22-05-14,25
21-05-14,19
20-05-14,24
19-05-14,18
18-05-14,11
17-05-14,17
16-05-14,17
15-05-14,20
14-05-14,19
13-05-14,15
12-05-14,15
11-05-14,12
10-05-14,14
09-05-14,14
08-05-14,21
07-05-14,20
06-05-14,28
05-05-14,28
04-05-14,18
03-05-14,21
02-05-14,24
01-05-14,44

