Datum Zeit,Collmberg PM10
,µg/m³
31-05-14,10
30-05-14,9
29-05-14,4
28-05-14,2
27-05-14,13
26-05-14,14
25-05-14,8
24-05-14,9
23-05-14,14
22-05-14,17
21-05-14,12
20-05-14,15
19-05-14,10
18-05-14,5
17-05-14,9
16-05-14,7
15-05-14,
14-05-14,10
13-05-14,7
12-05-14,7
11-05-14,8
10-05-14,9
09-05-14,9
08-05-14,11
07-05-14,9
06-05-14,17
05-05-14,12
04-05-14,11
03-05-14,10
02-05-14,8
01-05-14,26

