Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-05-14,17
30-05-14,12
29-05-14,6
28-05-14,7
27-05-14,25
26-05-14,16
25-05-14,13
24-05-14,18
23-05-14,26
22-05-14,30
21-05-14,26
20-05-14,29
19-05-14,19
18-05-14,11
17-05-14,17
16-05-14,13
15-05-14,19
14-05-14,16
13-05-14,14
12-05-14,14
11-05-14,10
10-05-14,14
09-05-14,15
08-05-14,21
07-05-14,20
06-05-14,33
05-05-14,28
04-05-14,20
03-05-14,17
02-05-14,18
01-05-14,95

