Datum Zeit,Leipzig-West PM2.5
,µg/m³
31-05-14,6.58
30-05-14,5.77
29-05-14,3.22
28-05-14,2.29
27-05-14,11.06
26-05-14,8.42
25-05-14,7.51
24-05-14,7.28
23-05-14,6.56
22-05-14,13.89
21-05-14,10.76
20-05-14,9.42
19-05-14,7.08
18-05-14,4.87
17-05-14,7.37
16-05-14,4.68
15-05-14,5.27
14-05-14,4.00
13-05-14,4.81
12-05-14,2.84
11-05-14,2.90
10-05-14,3.95
09-05-14,3.99
08-05-14,4.77
07-05-14,5.44
06-05-14,10.77
05-05-14,11.19
04-05-14,7.68
03-05-14,6.81
02-05-14,5.34
01-05-14,18.32

