Datum Zeit,Leipzig-West PM10_TEOM
,µg/m³
01-02-18 00:00,
31-01-18 23:00,
31-01-18 22:00,
31-01-18 21:00,
31-01-18 20:00,
31-01-18 19:00,
31-01-18 18:00,
31-01-18 17:00,
31-01-18 16:00,
31-01-18 15:00,
31-01-18 14:00,
31-01-18 13:00,
31-01-18 12:00,
31-01-18 11:00,
31-01-18 10:00,
31-01-18 09:00,
31-01-18 08:00,
31-01-18 07:00,
31-01-18 06:00,
31-01-18 05:00,
31-01-18 04:00,
31-01-18 03:00,
31-01-18 02:00,
31-01-18 01:00,
31-01-18 00:00,
30-01-18 23:00,19
30-01-18 22:00,17
30-01-18 21:00,16
30-01-18 20:00,14
30-01-18 19:00,12
30-01-18 18:00,12
30-01-18 17:00,10
30-01-18 16:00,9
30-01-18 15:00,7
30-01-18 14:00,8
30-01-18 13:00,9
30-01-18 12:00,9
30-01-18 11:00,10
30-01-18 10:00,8
30-01-18 09:00,9
30-01-18 08:00,6
30-01-18 07:00,4
30-01-18 06:00,4
30-01-18 05:00,5
30-01-18 04:00,9
30-01-18 03:00,6
30-01-18 02:00,3
30-01-18 01:00,1
30-01-18 00:00,0
29-01-18 23:00,4
29-01-18 22:00,4
29-01-18 21:00,3
29-01-18 20:00,4
29-01-18 19:00,5
29-01-18 18:00,5
29-01-18 17:00,5
29-01-18 16:00,6
29-01-18 15:00,4
29-01-18 14:00,5
29-01-18 13:00,4
29-01-18 12:00,3
29-01-18 11:00,2
29-01-18 10:00,0
29-01-18 09:00,1
29-01-18 08:00,1
29-01-18 07:00,2
29-01-18 06:00,3
29-01-18 05:00,3
29-01-18 04:00,2
29-01-18 03:00,2
29-01-18 02:00,4
29-01-18 01:00,4
29-01-18 00:00,2
28-01-18 23:00,2
28-01-18 22:00,3
28-01-18 21:00,4
28-01-18 20:00,3
28-01-18 19:00,3
28-01-18 18:00,5
28-01-18 17:00,2
28-01-18 16:00,2
28-01-18 15:00,3
28-01-18 14:00,5
28-01-18 13:00,3
28-01-18 12:00,3
28-01-18 11:00,1
28-01-18 10:00,4
28-01-18 09:00,5
28-01-18 08:00,7
28-01-18 07:00,4
28-01-18 06:00,6
28-01-18 05:00,6
28-01-18 04:00,9
28-01-18 03:00,10
28-01-18 02:00,11
28-01-18 01:00,13
28-01-18 00:00,16
27-01-18 23:00,18
27-01-18 22:00,28
27-01-18 21:00,36
27-01-18 20:00,42
27-01-18 19:00,41
27-01-18 18:00,39
27-01-18 17:00,38
27-01-18 16:00,34
27-01-18 15:00,31
27-01-18 14:00,33
27-01-18 13:00,32
27-01-18 12:00,31
27-01-18 11:00,28
27-01-18 10:00,28
27-01-18 09:00,28
27-01-18 08:00,28
27-01-18 07:00,28
27-01-18 06:00,24
27-01-18 05:00,24
27-01-18 04:00,26
27-01-18 03:00,26
27-01-18 02:00,24
27-01-18 01:00,25
27-01-18 00:00,22
26-01-18 23:00,21
26-01-18 22:00,23
26-01-18 21:00,21
26-01-18 20:00,16
26-01-18 19:00,14
26-01-18 18:00,12
26-01-18 17:00,10
26-01-18 16:00,10
26-01-18 15:00,8
26-01-18 14:00,8
26-01-18 13:00,5
26-01-18 12:00,6
26-01-18 11:00,8
26-01-18 10:00,10
26-01-18 09:00,14
26-01-18 08:00,16
26-01-18 07:00,14
26-01-18 06:00,12
26-01-18 05:00,13
26-01-18 04:00,13
26-01-18 03:00,13
26-01-18 02:00,13
26-01-18 01:00,14
26-01-18 00:00,15
25-01-18 23:00,11
25-01-18 22:00,9
25-01-18 21:00,9
25-01-18 20:00,11
25-01-18 19:00,11
25-01-18 18:00,10
25-01-18 17:00,9
25-01-18 16:00,10
25-01-18 15:00,10
25-01-18 14:00,12
25-01-18 13:00,10
25-01-18 12:00,9
25-01-18 11:00,10
25-01-18 10:00,10
25-01-18 09:00,9
25-01-18 08:00,8
25-01-18 07:00,8
